date,close
4/1/01,0.081818
4/2/01,0.217391
4/3/01,0.169565
4/4/01,0.258333
4/5/01,0.278261
4/6/01,0.65
4/7/01,0.058333
4/8/01,0.095652
4/9/01,0.175
4/10/01,0.095455
4/11/01,0.18125
4/12/01,0.226667
4/13/01,0.259091
4/14/01,0.033333
4/15/01,0.1
4/16/01,0.15
4/17/01,0.216667
4/18/01,0.017391
4/19/01,0.194444
4/20/01,0.404167
4/21/01,0.356522
4/22/01,0.229167
4/23/01,0.304348
4/24/01,0.2875
4/25/01,0.245455
4/26/01,0.258333
4/27/01,0.430435
4/28/01,0.295833
4/29/01,0.1
4/30/01,0.426087
5/1/01,0.641667
5/2/01,0.391304
5/3/01,0.390476
5/4/01,0.3375
5/5/01,0.141667
5/6/01,0.021739
5/7/01,0.2125
5/8/01,0.0875
5/9/01,0.178261
5/10/01,0.313636
5/11/01,0.270833
5/12/01,0.225
5/13/01,0.0125
5/14/01,0.017391
5/15/01,0.029167
5/16/01,0.013636
5/17/01,0.130435
5/18/01,0.221053
5/19/01,0.2375
5/20/01,0.143478
5/21/01,0.233333
5/22/01,0.222727
5/23/01,0.216667
5/24/01,0.216667
5/25/01,0.222727
5/26/01,0.221739
5/27/01,0.208333
5/28/01,0.327273
5/29/01,0.3625
5/30/01,0.141667
5/31/01,0.066667
6/1/01,0.230435
6/2/01,0.33913
6/3/01,0.259091
6/4/01,0.275
6/5/01,0.169565
6/6/01,0.125
6/7/01,0.182609
6/8/01,0.313043
6/9/01,0.208333
6/10/01,0.154167
6/11/01,0.491667
6/12/01,0.218182
6/13/01,0.358824
6/14/01,0.513043
6/15/01,0.495833
6/16/01,0.3375
6/17/01,0.366667
6/18/01,0.286364
6/19/01,0.3875
6/20/01,0.370833
6/21/01,0.222727
6/22/01,0.304348
6/23/01,0.295652
6/24/01,0.241667
6/25/01,0.356522
6/26/01,0.420833
6/27/01,0.308333
6/28/01,0.195833
6/29/01,0.195652
6/30/01,0.263636
7/1/01,0.220833
7/2/01,0.0875
7/3/01,0.2125
7/4/01,0.130435
7/5/01,0.256522
7/6/01,0.154167
7/7/01,0.15
7/8/01,0.166667
7/9/01,0.322727
7/10/01,0.320833
7/11/01,0.179167
7/12/01,0.013636
7/13/01,0.026087
7/14/01,0.030435
7/15/01,0.086364
7/16/01,0.126087
7/17/01,0.225
7/18/01,0.125
7/19/01,0.047826
7/20/01,0.241667
7/21/01,0.083333
7/22/01,0.004348
7/23/01,0.004348
7/24/01,0.006667
7/25/01,0.008696
7/26/01,0.16087
7/27/01,0.070833
7/28/01,0.029167
7/29/01,0.008696
7/30/01,0.477273
7/31/01,0.4875
8/1/01,0.56087
8/2/01,0.55
8/3/01,0.478261
8/4/01,0.445455
8/7/01,0.523077
8/8/01,0.326316
8/9/01,0.452174
8/10/01,0.533333
8/11/01,0.166667
8/12/01,0.095833
8/13/01,0.33913
8/14/01,0.3125
8/15/01,0.430435
8/16/01,0.379167
8/17/01,0.304545
8/18/01,0.247826
8/19/01,0.379167
8/20/01,0.333333
8/21/01,0.517391
8/22/01,0.304167
8/23/01,0.3125
8/24/01,0.252174
8/25/01,0.1625
8/26/01,0.1
8/27/01,0.195652
8/28/01,0.275
8/29/01,0.147619
8/30/01,0.313043
9/1/01,0.236842
9/2/01,0.1875
9/3/01,0.25
9/4/01,0.506667
9/5/01,0.55
9/6/01,0.377778
9/7/01,0.5
9/10/01,0.3625
9/11/01,0.145833
9/12/01,0.217391
9/13/01,0.316667
9/14/01,0.304348
9/15/01,0.291304
9/16/01,0.283333
9/17/01,0.430435
9/18/01,0.543478
9/19/01,0.379167
9/20/01,0.36087
9/21/01,0.45
9/22/01,0.316667
9/23/01,0.46087
9/24/01,0.466667
9/25/01,0.290909
9/26/01,0.1875
9/27/01,0.3
9/28/01,0.2875
9/29/01,0.0125
9/30/01,0
10/1/01,0.404545
10/2/01,0.479167
10/3/01,0.416667
10/4/01,0.263636
10/5/01,0.245833
10/6/01,0.083333
10/7/01,0.029167
10/8/01,0.052174
10/9/01,0.145833
10/10/01,0.209091
10/11/01,0.252174
10/12/01,0.347619
10/13/01,0.3
10/14/01,0.033333
10/15/01,0.23913
10/16/01,0.420833
10/17/01,0.120833
10/18/01,0.06087
10/19/01,0.368421
10/20/01,0.395652
10/21/01,0.383333
10/22/01,0.627273
10/23/01,0.741667
10/24/01,0.4375
10/25/01,0.354167
10/26/01,0.252174
10/27/01,0.091667
11/7/01,0.083333
11/8/01,0.269565
11/9/01,0.166667
11/10/01,0.926087
11/11/01,0.55
11/12/01,0.058333
11/13/01,0.526087
11/14/01,0.530435
11/15/01,0.804545
11/16/01,0.383333
11/17/01,0.178261
11/18/01,0.229167
11/19/01,0.241667
11/20/01,0.134783
11/21/01,0.318182
11/22/01,0.804348
11/23/01,1.216667
11/24/01,0.504545
11/25/01,0.4
11/26/01,0.352174
11/27/01,0.222222
11/28/01,0.433333
11/29/01,0.521739
11/30/01,1.277273
12/1/01,0.2875
12/2/01,0.304348
12/3/01,0.631818
12/4/01,0.947826
12/5/01,1.404348
12/6/01,0.891667
12/7/01,0.452174
12/8/01,0.4
12/9/01,0.3625
12/10/01,0.865217
12/11/01,0.933333
12/12/01,0.5
12/13/01,0.995652
12/14/01,0.754167
12/15/01,0.329167
12/16/01,0.178261
12/17/01,0.804348
12/18/01,0.5125
12/19/01,0.880952
12/20/01,1.108333
12/21/01,0.258333
12/22/01,0.182609
12/23/01,0.6
12/24/01,0.75
12/25/01,0.373913
12/26/01,0.758333
12/27/01,0.483333
12/28/01,0.491304
12/29/01,0.379167
12/30/01,0.283333
12/31/01,0.343478
1/1/02,0.247826
1/2/02,0.322222
1/3/02,0.4
1/11/02,0.690909
1/12/02,0.530435
1/13/02,0.479167
1/14/02,0.481818
1/15/02,0.666667
1/16/02,0.425
1/17/02,0.616667
1/18/02,0.475
1/19/02,0.504348
1/20/02,0.518182
1/21/02,0.895833
1/22/02,0.530435
1/23/02,0.4875
1/24/02,0.71
1/25/02,0.3875
1/26/02,0.418182
1/27/02,0.730435
1/28/02,0.852174
1/29/02,0.845455
1/30/02,0.6125
1/31/02,0.3
2/1/02,0.572727
2/2/02,0.2
2/3/02,0.404348
2/4/02,0.5875
2/5/02,0.2
2/6/02,0.39
2/7/02,0.878261
2/8/02,0.6375
2/9/02,0.404348
2/10/02,0.7
2/11/02,0.408333
2/12/02,0.417391
2/13/02,0.3875
2/14/02,0.465217
2/15/02,0.45
2/16/02,0.618182
2/17/02,0.958333
2/18/02,0.33913
2/19/02,0.605263
2/20/02,1.01875
2/21/02,0.678261
2/22/02,0.583333
2/23/02,0.417391
2/24/02,0.383333
2/25/02,0.541667
2/26/02,0.46087
2/27/02,0.5
2/28/02,0.322222
3/1/02,0.528571
3/2/02,0.938095
3/3/02,0.375
3/4/02,0.358333
3/5/02,0.36087
3/6/02,0.745455
3/7/02,0.829167
3/8/02,0.495652
3/9/02,0.531818
3/10/02,0.283333
3/11/02,0.304348
3/12/02,0.609091
3/13/02,1.025
3/14/02,0.530435
3/15/02,0.683333
3/16/02,0.545833
3/17/02,0.3
3/18/02,0.3875
3/19/02,0.425
3/20/02,0.470833
3/21/02,0.377273
3/22/02,0.254167
3/23/02,0.295652
3/24/02,0.283333
3/25/02,0.321739
3/26/02,0.36
3/27/02,0.826316
3/28/02,0.304348
3/29/02,0.530435
3/30/02,0.436364
3/31/02,0.970833
4/1/02,0.370833
4/2/02,0.368182
4/3/02,0.379167
4/4/02,0.247826
4/5/02,0.304545
4/6/02,0.245833
4/7/02,0.195652
4/8/02,0.35
4/9/02,0.3375
4/10/02,0.35
4/11/02,0.295833
4/12/02,0.430435
4/13/02,0.3
4/14/02,0.2
4/15/02,0.366667
4/16/02,0.582609
4/17/02,0.523529
4/18/02,0.427273
4/19/02,0.508696
4/20/02,0.386364
4/21/02,0.25
4/22/02,0.265217
4/23/02,0.245455
4/24/02,0.365217
4/25/02,0.425
4/26/02,0.310526
4/27/02,0.321739
4/28/02,0.325
4/29/02,0.354545
4/30/02,0.521739
5/1/02,0.447826
5/2/02,0.758333
5/3/02,0.354167
5/4/02,0.343478
5/5/02,0.416667
5/6/02,0.441667
5/7/02,0.413043
5/8/02,0.383333
5/9/02,0.4
5/10/02,0.3875
5/11/02,0.245455
5/12/02,0.325
5/13/02,0.270833
5/14/02,0.286364
5/15/02,0.283333
5/16/02,0.358333
5/17/02,0.3625
5/18/02,0.258333
5/19/02,0.183333
5/20/02,0.245833
5/21/02,0.254167
5/22/02,0.23913
5/23/02,0.340909
5/24/02,0.320833
5/25/02,0.230435
5/26/02,0.254167
5/27/02,0.434783
5/28/02,0.458333
5/29/02,0.55
5/30/02,0.3
5/31/02,0.241667
6/1/02,0.1875
6/2/02,0.1125
6/3/02,0.1
6/4/02,0.170833
6/5/02,0.221739
6/6/02,0.3125
6/7/02,0.259091
6/8/02,0.304167
6/9/02,0.243478
6/9/02,0.190909
6/10/02,1.692308
6/10/02,0.333333
6/13/02,0.414286
6/14/02,0.229167
6/15/02,0.0375
6/16/02,0.086364
6/17/02,0.108333
6/18/02,0.152174
6/19/02,0.291667
6/20/02,0.395833
6/21/02,0.178261
6/22/02,0.166667
6/23/02,0.178261
6/24/02,0.045833
6/25/02,0.133333
6/26/02,0.173913
7/11/02,0.119048
7/12/02,0.245833
7/13/02,0.183333
7/14/02,0.1875
7/15/02,0.252174
7/16/02,0.141667
7/17/02,0.182609
7/18/02,0.404348
7/19/02,0.4125
7/20/02,0.234783
7/21/02,0.229167
7/22/02,0.204545
7/23/02,0.241667
7/24/02,0.033333
7/25/02,0.095833
7/26/02,0.029167
7/27/02,0.156522
7/28/02,0.254167
7/29/02,0.213043
7/30/02,0.2125
7/31/02,0.118182
8/6/02,0.020833
8/7/02,0.004348
8/8/02,0.065217
8/9/02,0.044444
8/10/02,0.020833
8/11/02,0.05
8/12/02,0.122727
8/13/02,0.208696
8/14/02,0.1375
8/15/02,0.041667
8/16/02,0.117391
8/17/02,0.034783
8/18/02,0.041667
8/19/02,0.121739
8/20/02,0.120833
8/21/02,0.033333
8/22/02,0.033333
8/23/02,0.06087
8/24/02,0.1125
8/25/02,0.108696
8/26/02,0.120833
8/27/02,0.073333
8/28/02,0
8/29/02,0.004348
8/30/02,0.122727
8/31/02,0.141667
9/1/02,0
9/2/02,0
9/3/02,0.143478
9/4/02,0.231818
9/5/02,0.158333
9/6/02,0.373913
9/13/02,0.220833
9/14/02,0.4
9/15/02,0.183333
9/16/02,0.236364
9/17/02,0.74
9/18/02,0.53913
9/19/02,0.45
9/20/02,0.43
9/21/02,0.378261
9/22/02,0.343478
9/23/02,0.395455
9/24/02,0.366667
9/25/02,0.573913
9/26/02,0.36
9/27/02,0.361905
9/28/02,0.234783
9/29/02,0.309091
9/30/02,0.352174
10/1/02,0.358333
10/2/02,0.495833
10/3/02,0.352174
10/4/02,0.3625
10/5/02,0.263636
10/6/02,0.220833
10/7/02,0.486957
10/8/02,0.264706
10/9/02,0.4
10/10/02,0.483333
10/11/02,0.431818
10/12/02,0.270833
10/13/02,0.295833
10/14/02,0.231818
10/15/02,0.391667
10/16/02,0.291304
10/17/02,0.466667
10/18/02,0.413043
10/19/02,0.386957
10/20/02,0.279167
10/21/02,0.378261
10/22/02,0.358333
10/23/02,0.373684
10/24/02,0.375
10/25/02,0.56087
10/26/02,0.4
10/27/02,0.25
10/28/02,0.26087
10/29/02,0.290909
10/30/02,0.3375
