State,Date Local,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
Massachusetts,4/1/01,0.081818,0.2,11,
Massachusetts,4/1/01,0.068421,0.1,11,1
Massachusetts,4/1/01,0.081818,0.2,11,
Massachusetts,4/1/01,0.068421,0.1,11,1
Massachusetts,4/2/01,0.217391,0.8,18,
Massachusetts,4/2/01,0.195833,0.5,20,6
Massachusetts,4/2/01,0.217391,0.8,18,
Massachusetts,4/2/01,0.195833,0.5,20,6
Massachusetts,4/3/01,0.169565,0.8,23,
Massachusetts,4/3/01,0.166667,0.4,0,5
Massachusetts,4/3/01,0.169565,0.8,23,
Massachusetts,4/3/01,0.166667,0.4,0,5
Massachusetts,4/4/01,0.236364,0.8,18,
Massachusetts,4/4/01,0.258333,0.4,0,5
Massachusetts,4/4/01,0.236364,0.8,18,
Massachusetts,4/4/01,0.258333,0.4,0,5
Massachusetts,4/5/01,0.278261,1.3,19,
Massachusetts,4/5/01,0.25,0.5,20,6
Massachusetts,4/5/01,0.278261,1.3,19,
Massachusetts,4/5/01,0.25,0.5,20,6
Massachusetts,4/6/01,0.595652,2.1,7,
Massachusetts,4/6/01,0.65,1.1,9,13
Massachusetts,4/6/01,0.595652,2.1,7,
Massachusetts,4/6/01,0.65,1.1,9,13
Massachusetts,4/7/01,0.05,0.2,7,
Massachusetts,4/7/01,0.058333,0.2,0,2
Massachusetts,4/7/01,0.05,0.2,7,
Massachusetts,4/7/01,0.058333,0.2,0,2
Massachusetts,4/8/01,0.095652,0.3,14,
Massachusetts,4/8/01,0.091667,0.2,18,2
Massachusetts,4/8/01,0.095652,0.3,14,
Massachusetts,4/8/01,0.091667,0.2,18,2
Massachusetts,4/9/01,0.152174,0.4,7,
Massachusetts,4/9/01,0.175,0.2,0,2
Massachusetts,4/9/01,0.152174,0.4,7,
Massachusetts,4/9/01,0.175,0.2,0,2
Massachusetts,4/10/01,0.095455,0.3,7,
Massachusetts,4/10/01,0.091667,0.2,21,2
Massachusetts,4/10/01,0.095455,0.3,7,
Massachusetts,4/10/01,0.091667,0.2,21,2
Massachusetts,4/11/01,0.18125,0.4,16,
Massachusetts,4/11/01,0.142857,0.3,21,3
Massachusetts,4/11/01,0.18125,0.4,16,
Massachusetts,4/11/01,0.142857,0.3,21,3
Massachusetts,4/12/01,0.216667,0.5,7,
Massachusetts,4/12/01,0.226667,0.4,12,5
Massachusetts,4/12/01,0.216667,0.5,7,
Massachusetts,4/12/01,0.226667,0.4,12,5
Massachusetts,4/13/01,0.259091,0.7,11,
Massachusetts,4/13/01,0.254167,0.5,12,6
Massachusetts,4/13/01,0.259091,0.7,11,
Massachusetts,4/13/01,0.254167,0.5,12,6
Massachusetts,4/14/01,0.021739,0.3,1,
Massachusetts,4/14/01,0.033333,0.1,0,1
Massachusetts,4/14/01,0.021739,0.3,1,
Massachusetts,4/14/01,0.033333,0.1,0,1
Massachusetts,4/15/01,0.1,0.9,21,
Massachusetts,4/15/01,0.05,0.3,21,3
Massachusetts,4/15/01,0.1,0.9,21,
Massachusetts,4/15/01,0.05,0.3,21,3
Massachusetts,4/16/01,0.131818,0.4,19,
Massachusetts,4/16/01,0.15,0.3,0,3
Massachusetts,4/16/01,0.131818,0.4,19,
Massachusetts,4/16/01,0.15,0.3,0,3
Massachusetts,4/17/01,0.182609,0.6,6,
Massachusetts,4/17/01,0.216667,0.3,0,3
Massachusetts,4/17/01,0.182609,0.6,6,
Massachusetts,4/17/01,0.216667,0.3,0,3
Massachusetts,4/18/01,0.017391,0.1,7,
Massachusetts,4/18/01,0.016667,0.1,11,1
Massachusetts,4/18/01,0.017391,0.1,7,
Massachusetts,4/18/01,0.016667,0.1,11,1
Massachusetts,4/19/01,0.194444,0.6,21,
Massachusetts,4/19/01,0.135294,0.4,23,5
Massachusetts,4/19/01,0.194444,0.6,21,
Massachusetts,4/19/01,0.135294,0.4,23,5
Massachusetts,4/20/01,0.395652,0.9,6,
Massachusetts,4/20/01,0.404167,0.5,6,6
Massachusetts,4/20/01,0.395652,0.9,6,
Massachusetts,4/20/01,0.404167,0.5,6,6
Massachusetts,4/21/01,0.356522,0.7,1,
Massachusetts,4/21/01,0.341667,0.4,0,5
Massachusetts,4/21/01,0.356522,0.7,1,
Massachusetts,4/21/01,0.341667,0.4,0,5
Massachusetts,4/22/01,0.2,0.4,0,
Massachusetts,4/22/01,0.229167,0.4,0,5
Massachusetts,4/22/01,0.2,0.4,0,
Massachusetts,4/22/01,0.229167,0.4,0,5
Massachusetts,4/23/01,0.304348,0.6,15,
Massachusetts,4/23/01,0.3,0.5,18,6
Massachusetts,4/23/01,0.304348,0.6,15,
Massachusetts,4/23/01,0.3,0.5,18,6
Massachusetts,4/24/01,0.265217,0.5,7,
Massachusetts,4/24/01,0.2875,0.4,13,5
Massachusetts,4/24/01,0.265217,0.5,7,
Massachusetts,4/24/01,0.2875,0.4,13,5
Massachusetts,4/25/01,0.245455,0.9,20,
Massachusetts,4/25/01,0.195833,0.6,23,7
Massachusetts,4/25/01,0.245455,0.9,20,
Massachusetts,4/25/01,0.195833,0.6,23,7
Massachusetts,4/26/01,0.186957,0.6,7,
Massachusetts,4/26/01,0.258333,0.6,0,7
Massachusetts,4/26/01,0.186957,0.6,7,
Massachusetts,4/26/01,0.258333,0.6,0,7
Massachusetts,4/27/01,0.430435,1.8,21,
Massachusetts,4/27/01,0.316667,0.9,23,10
Massachusetts,4/27/01,0.430435,1.8,21,
Massachusetts,4/27/01,0.316667,0.9,23,10
Massachusetts,4/28/01,0.145455,1,0,
Massachusetts,4/28/01,0.295833,1,0,11
Massachusetts,4/28/01,0.145455,1,0,
Massachusetts,4/28/01,0.295833,1,0,11
Massachusetts,4/29/01,0.1,0.7,19,
Massachusetts,4/29/01,0.070833,0.3,21,3
Massachusetts,4/29/01,0.1,0.7,19,
Massachusetts,4/29/01,0.070833,0.3,21,3
Massachusetts,4/30/01,0.426087,1.9,21,
Massachusetts,4/30/01,0.345833,0.9,23,10
Massachusetts,4/30/01,0.426087,1.9,21,
Massachusetts,4/30/01,0.345833,0.9,23,10
Massachusetts,5/1/01,0.540909,1.3,7,
Massachusetts,5/1/01,0.641667,1,12,11
Massachusetts,5/1/01,0.540909,1.3,7,
Massachusetts,5/1/01,0.641667,1,12,11
Massachusetts,5/2/01,0.391304,1.1,5,
Massachusetts,5/2/01,0.370833,0.6,8,7
Massachusetts,5/2/01,0.391304,1.1,5,
Massachusetts,5/2/01,0.370833,0.6,8,7
Massachusetts,5/3/01,0.363158,0.7,5,
Massachusetts,5/3/01,0.390476,0.5,0,6
Massachusetts,5/3/01,0.363158,0.7,5,
Massachusetts,5/3/01,0.390476,0.5,0,6
Massachusetts,5/4/01,0.336364,0.6,19,
Massachusetts,5/4/01,0.3375,0.5,22,6
Massachusetts,5/4/01,0.336364,0.6,19,
Massachusetts,5/4/01,0.3375,0.5,22,6
Massachusetts,5/5/01,0.069565,0.3,0,
Massachusetts,5/5/01,0.141667,0.5,0,6
Massachusetts,5/5/01,0.069565,0.3,0,
Massachusetts,5/5/01,0.141667,0.5,0,6
Massachusetts,5/6/01,0.021739,0.3,23,
Massachusetts,5/6/01,0.008333,0.1,0,1
Massachusetts,5/6/01,0.021739,0.3,23,
Massachusetts,5/6/01,0.008333,0.1,0,1
Massachusetts,5/7/01,0.195455,0.5,5,
Massachusetts,5/7/01,0.2125,0.3,5,3
Massachusetts,5/7/01,0.195455,0.5,5,
Massachusetts,5/7/01,0.2125,0.3,5,3
Massachusetts,5/8/01,0.086957,0.2,14,
Massachusetts,5/8/01,0.0875,0.2,18,2
Massachusetts,5/8/01,0.086957,0.2,14,
Massachusetts,5/8/01,0.0875,0.2,18,2
Massachusetts,5/9/01,0.178261,0.4,13,
Massachusetts,5/9/01,0.166667,0.3,16,3
Massachusetts,5/9/01,0.178261,0.4,13,
Massachusetts,5/9/01,0.166667,0.3,16,3
Massachusetts,5/10/01,0.313636,0.9,18,
Massachusetts,5/10/01,0.270833,0.6,21,7
Massachusetts,5/10/01,0.313636,0.9,18,
Massachusetts,5/10/01,0.270833,0.6,21,7
Massachusetts,5/11/01,0.226087,0.5,16,
Massachusetts,5/11/01,0.270833,0.6,0,7
Massachusetts,5/11/01,0.226087,0.5,16,
Massachusetts,5/11/01,0.270833,0.6,0,7
Massachusetts,5/12/01,0.204348,0.4,1,
Massachusetts,5/12/01,0.225,0.3,0,3
Massachusetts,5/12/01,0.204348,0.4,1,
Massachusetts,5/12/01,0.225,0.3,0,3
Massachusetts,5/13/01,0,0,0,
Massachusetts,5/13/01,0.0125,0.1,0,1
Massachusetts,5/13/01,0,0,0,
Massachusetts,5/13/01,0.0125,0.1,0,1
Massachusetts,5/14/01,0.017391,0.1,6,
Massachusetts,5/14/01,0,0,0,0
Massachusetts,5/14/01,0.017391,0.1,6,
Massachusetts,5/14/01,0,0,0,0
Massachusetts,5/15/01,0.021739,0.2,16,
Massachusetts,5/15/01,0.029167,0.1,16,1
Massachusetts,5/15/01,0.021739,0.2,16,
Massachusetts,5/15/01,0.029167,0.1,16,1
Massachusetts,5/16/01,0.013636,0.1,7,
Massachusetts,5/16/01,0,0,0,0
Massachusetts,5/16/01,0.013636,0.1,7,
Massachusetts,5/16/01,0,0,0,0
Massachusetts,5/17/01,0.130435,0.3,9,
Massachusetts,5/17/01,0.129167,0.2,11,2
Massachusetts,5/17/01,0.130435,0.3,9,
Massachusetts,5/17/01,0.129167,0.2,11,2
Massachusetts,5/18/01,0.221053,0.6,15,
Massachusetts,5/18/01,0.176471,0.4,19,5
Massachusetts,5/18/01,0.221053,0.6,15,
Massachusetts,5/18/01,0.176471,0.4,19,5
Massachusetts,5/19/01,0.227273,0.4,1,
Massachusetts,5/19/01,0.2375,0.3,0,3
Massachusetts,5/19/01,0.227273,0.4,1,
Massachusetts,5/19/01,0.2375,0.3,0,3
Massachusetts,5/20/01,0.143478,0.4,20,
Massachusetts,5/20/01,0.133333,0.3,23,3
Massachusetts,5/20/01,0.143478,0.4,20,
Massachusetts,5/20/01,0.133333,0.3,23,3
Massachusetts,5/21/01,0.208696,0.5,1,
Massachusetts,5/21/01,0.233333,0.3,0,3
Massachusetts,5/21/01,0.208696,0.5,1,
Massachusetts,5/21/01,0.233333,0.3,0,3
Massachusetts,5/22/01,0.222727,0.5,16,
Massachusetts,5/22/01,0.216667,0.4,17,5
Massachusetts,5/22/01,0.222727,0.5,16,
Massachusetts,5/22/01,0.216667,0.4,17,5
Massachusetts,5/23/01,0.204348,0.4,6,
Massachusetts,5/23/01,0.216667,0.3,10,3
Massachusetts,5/23/01,0.204348,0.4,6,
Massachusetts,5/23/01,0.216667,0.3,10,3
Massachusetts,5/24/01,0.204348,0.4,6,
Massachusetts,5/24/01,0.216667,0.3,11,3
Massachusetts,5/24/01,0.204348,0.4,6,
Massachusetts,5/24/01,0.216667,0.3,11,3
Massachusetts,5/25/01,0.222727,0.4,18,
Massachusetts,5/25/01,0.208333,0.3,18,3
Massachusetts,5/25/01,0.222727,0.4,18,
Massachusetts,5/25/01,0.208333,0.3,18,3
Massachusetts,5/26/01,0.221739,0.5,0,
Massachusetts,5/26/01,0.216667,0.4,0,5
Massachusetts,5/26/01,0.221739,0.5,0,
Massachusetts,5/26/01,0.216667,0.4,0,5
Massachusetts,5/27/01,0.2,0.4,11,
Massachusetts,5/27/01,0.208333,0.3,0,3
Massachusetts,5/27/01,0.2,0.4,11,
Massachusetts,5/27/01,0.208333,0.3,0,3
Massachusetts,5/28/01,0.327273,0.9,20,
Massachusetts,5/28/01,0.3,0.5,20,6
Massachusetts,5/28/01,0.327273,0.9,20,
Massachusetts,5/28/01,0.3,0.5,20,6
Massachusetts,5/29/01,0.326087,0.4,0,
Massachusetts,5/29/01,0.3625,0.6,0,7
Massachusetts,5/29/01,0.326087,0.4,0,
Massachusetts,5/29/01,0.3625,0.6,0,7
Massachusetts,5/30/01,0.108696,0.2,5,
Massachusetts,5/30/01,0.141667,0.3,0,3
Massachusetts,5/30/01,0.108696,0.2,5,
Massachusetts,5/30/01,0.141667,0.3,0,3
Massachusetts,5/31/01,0.063636,0.1,5,
Massachusetts,5/31/01,0.066667,0.1,8,1
Massachusetts,5/31/01,0.063636,0.1,5,
Massachusetts,5/31/01,0.066667,0.1,8,1
Massachusetts,6/1/01,0.230435,0.4,7,
Massachusetts,6/1/01,0.208333,0.4,21,5
Massachusetts,6/1/01,0.230435,0.4,7,
Massachusetts,6/1/01,0.208333,0.4,21,5
Massachusetts,6/2/01,0.33913,0.8,18,
Massachusetts,6/2/01,0.329167,0.6,19,7
Massachusetts,6/2/01,0.33913,0.8,18,
Massachusetts,6/2/01,0.329167,0.6,19,7
Massachusetts,6/3/01,0.259091,1,21,
Massachusetts,6/3/01,0.25,0.6,23,7
Massachusetts,6/3/01,0.259091,1,21,
Massachusetts,6/3/01,0.25,0.6,23,7
Massachusetts,6/4/01,0.2,0.4,0,
Massachusetts,6/4/01,0.275,0.6,0,7
Massachusetts,6/4/01,0.2,0.4,0,
Massachusetts,6/4/01,0.275,0.6,0,7
Massachusetts,6/5/01,0.169565,0.4,19,
Massachusetts,6/5/01,0.166667,0.2,0,2
Massachusetts,6/5/01,0.169565,0.4,19,
Massachusetts,6/5/01,0.166667,0.2,0,2
Massachusetts,6/6/01,0.109524,0.3,20,
Massachusetts,6/6/01,0.125,0.2,0,2
Massachusetts,6/6/01,0.109524,0.3,20,
Massachusetts,6/6/01,0.125,0.2,0,2
Massachusetts,6/7/01,0.182609,1,19,
Massachusetts,6/7/01,0.145833,0.3,20,3
Massachusetts,6/7/01,0.182609,1,19,
Massachusetts,6/7/01,0.145833,0.3,20,3
Massachusetts,6/8/01,0.313043,1.4,21,
Massachusetts,6/8/01,0.291667,0.7,22,8
Massachusetts,6/8/01,0.313043,1.4,21,
Massachusetts,6/8/01,0.291667,0.7,22,8
Massachusetts,6/9/01,0.15,0.8,20,
Massachusetts,6/9/01,0.208333,0.6,0,7
Massachusetts,6/9/01,0.15,0.8,20,
Massachusetts,6/9/01,0.208333,0.6,0,7
Massachusetts,6/10/01,0.134783,0.6,1,
Massachusetts,6/10/01,0.154167,0.5,1,6
Massachusetts,6/10/01,0.134783,0.6,1,
Massachusetts,6/10/01,0.154167,0.5,1,6
Massachusetts,6/11/01,0.46087,0.9,5,
Massachusetts,6/11/01,0.491667,0.6,5,7
Massachusetts,6/11/01,0.46087,0.9,5,
Massachusetts,6/11/01,0.491667,0.6,5,7
Massachusetts,6/12/01,0.218182,0.5,13,
Massachusetts,6/12/01,0.216667,0.3,12,3
Massachusetts,6/12/01,0.218182,0.5,13,
Massachusetts,6/12/01,0.216667,0.3,12,3
Massachusetts,6/13/01,0.358824,0.8,16,
Massachusetts,6/13/01,0.266667,0.6,20,7
Massachusetts,6/13/01,0.358824,0.8,16,
Massachusetts,6/13/01,0.266667,0.6,20,7
Massachusetts,6/14/01,0.513043,0.9,17,
Massachusetts,6/14/01,0.491667,0.7,18,8
Massachusetts,6/14/01,0.513043,0.9,17,
Massachusetts,6/14/01,0.491667,0.7,18,8
Massachusetts,6/15/01,0.481818,0.6,6,
Massachusetts,6/15/01,0.495833,0.6,0,7
Massachusetts,6/15/01,0.481818,0.6,6,
Massachusetts,6/15/01,0.495833,0.6,0,7
Massachusetts,6/16/01,0.317391,0.4,0,
Massachusetts,6/16/01,0.3375,0.5,0,6
Massachusetts,6/16/01,0.317391,0.4,0,
Massachusetts,6/16/01,0.3375,0.5,0,6
Massachusetts,6/17/01,0.352174,0.5,0,
Massachusetts,6/17/01,0.366667,0.5,16,6
Massachusetts,6/17/01,0.352174,0.5,0,
Massachusetts,6/17/01,0.366667,0.5,16,6
Massachusetts,6/18/01,0.286364,0.6,19,
Massachusetts,6/18/01,0.283333,0.4,21,5
Massachusetts,6/18/01,0.286364,0.6,19,
Massachusetts,6/18/01,0.283333,0.4,21,5
Massachusetts,6/19/01,0.369565,0.6,8,
Massachusetts,6/19/01,0.3875,0.4,0,5
Massachusetts,6/19/01,0.369565,0.6,8,
Massachusetts,6/19/01,0.3875,0.4,0,5
Massachusetts,6/20/01,0.365217,0.6,16,
Massachusetts,6/20/01,0.370833,0.5,14,6
Massachusetts,6/20/01,0.365217,0.6,16,
Massachusetts,6/20/01,0.370833,0.5,14,6
Massachusetts,6/21/01,0.222727,0.4,6,
Massachusetts,6/21/01,0.220833,0.4,0,5
Massachusetts,6/21/01,0.222727,0.4,6,
Massachusetts,6/21/01,0.220833,0.4,0,5
Massachusetts,6/22/01,0.304348,0.6,14,
Massachusetts,6/22/01,0.275,0.4,14,5
Massachusetts,6/22/01,0.304348,0.6,14,
Massachusetts,6/22/01,0.275,0.4,14,5
Massachusetts,6/23/01,0.295652,0.5,6,
Massachusetts,6/23/01,0.291667,0.3,0,3
Massachusetts,6/23/01,0.295652,0.5,6,
Massachusetts,6/23/01,0.291667,0.3,0,3
Massachusetts,6/24/01,0.240909,0.6,18,
Massachusetts,6/24/01,0.241667,0.4,23,5
Massachusetts,6/24/01,0.240909,0.6,18,
Massachusetts,6/24/01,0.241667,0.4,23,5
Massachusetts,6/25/01,0.356522,0.9,19,
Massachusetts,6/25/01,0.333333,0.5,19,6
Massachusetts,6/25/01,0.356522,0.9,19,
Massachusetts,6/25/01,0.333333,0.5,19,6
Massachusetts,6/26/01,0.4,0.6,7,
Massachusetts,6/26/01,0.420833,0.5,0,6
Massachusetts,6/26/01,0.4,0.6,7,
Massachusetts,6/26/01,0.420833,0.5,0,6
Massachusetts,6/27/01,0.295,0.5,6,
Massachusetts,6/27/01,0.308333,0.4,0,5
Massachusetts,6/27/01,0.295,0.5,6,
Massachusetts,6/27/01,0.308333,0.4,0,5
Massachusetts,6/28/01,0.16087,0.3,6,
Massachusetts,6/28/01,0.195833,0.3,0,3
Massachusetts,6/28/01,0.16087,0.3,6,
Massachusetts,6/28/01,0.195833,0.3,0,3
Massachusetts,6/29/01,0.195652,0.5,15,
Massachusetts,6/29/01,0.179167,0.4,17,5
Massachusetts,6/29/01,0.195652,0.5,15,
Massachusetts,6/29/01,0.179167,0.4,17,5
Massachusetts,6/30/01,0.263636,0.5,19,
Massachusetts,6/30/01,0.25,0.4,19,5
Massachusetts,6/30/01,0.263636,0.5,19,
Massachusetts,6/30/01,0.25,0.4,19,5
Massachusetts,7/1/01,0.195652,0.4,1,
Massachusetts,7/1/01,0.220833,0.4,0,5
Massachusetts,7/1/01,0.195652,0.4,1,
Massachusetts,7/1/01,0.220833,0.4,0,5
Massachusetts,7/2/01,0.082609,0.3,19,
Massachusetts,7/2/01,0.0875,0.2,0,2
Massachusetts,7/2/01,0.082609,0.3,19,
Massachusetts,7/2/01,0.0875,0.2,0,2
Massachusetts,7/3/01,0.209091,0.5,6,
Massachusetts,7/3/01,0.2125,0.3,8,3
Massachusetts,7/3/01,0.209091,0.5,6,
Massachusetts,7/3/01,0.2125,0.3,8,3
Massachusetts,7/4/01,0.130435,0.4,20,
Massachusetts,7/4/01,0.129167,0.3,21,3
Massachusetts,7/4/01,0.130435,0.4,20,
Massachusetts,7/4/01,0.129167,0.3,21,3
Massachusetts,7/5/01,0.256522,0.6,17,
Massachusetts,7/5/01,0.254167,0.4,19,5
Massachusetts,7/5/01,0.256522,0.6,17,
Massachusetts,7/5/01,0.254167,0.4,19,5
Massachusetts,7/6/01,0.136364,0.4,21,
Massachusetts,7/6/01,0.154167,0.4,0,5
Massachusetts,7/6/01,0.136364,0.4,21,
Massachusetts,7/6/01,0.154167,0.4,0,5
Massachusetts,7/7/01,0.134783,0.4,1,
Massachusetts,7/7/01,0.15,0.3,1,3
Massachusetts,7/7/01,0.134783,0.4,1,
Massachusetts,7/7/01,0.15,0.3,1,3
Massachusetts,7/8/01,0.152174,0.3,1,
Massachusetts,7/8/01,0.166667,0.3,1,3
Massachusetts,7/8/01,0.152174,0.3,1,
Massachusetts,7/8/01,0.166667,0.3,1,3
Massachusetts,7/9/01,0.322727,0.5,13,
Massachusetts,7/9/01,0.304167,0.5,18,6
Massachusetts,7/9/01,0.322727,0.5,13,
Massachusetts,7/9/01,0.304167,0.5,18,6
Massachusetts,7/10/01,0.295652,0.6,17,
Massachusetts,7/10/01,0.320833,0.4,0,5
Massachusetts,7/10/01,0.295652,0.6,17,
Massachusetts,7/10/01,0.320833,0.4,0,5
Massachusetts,7/11/01,0.152174,0.6,7,
Massachusetts,7/11/01,0.179167,0.3,0,3
Massachusetts,7/11/01,0.152174,0.6,7,
Massachusetts,7/11/01,0.179167,0.3,0,3
Massachusetts,7/12/01,0.013636,0.1,19,
Massachusetts,7/12/01,0.008333,0.1,0,1
Massachusetts,7/12/01,0.013636,0.1,19,
Massachusetts,7/12/01,0.008333,0.1,0,1
Massachusetts,7/13/01,0.026087,0.3,21,
Massachusetts,7/13/01,0.025,0.1,0,1
Massachusetts,7/13/01,0.026087,0.3,21,
Massachusetts,7/13/01,0.025,0.1,0,1
Massachusetts,7/14/01,0.030435,0.3,21,
Massachusetts,7/14/01,0.029167,0.1,0,1
Massachusetts,7/14/01,0.030435,0.3,21,
Massachusetts,7/14/01,0.029167,0.1,0,1
Massachusetts,7/15/01,0.086364,0.6,19,
Massachusetts,7/15/01,0.079167,0.3,22,3
Massachusetts,7/15/01,0.086364,0.6,19,
Massachusetts,7/15/01,0.079167,0.3,22,3
Massachusetts,7/16/01,0.126087,0.9,20,
Massachusetts,7/16/01,0.108333,0.4,23,5
Massachusetts,7/16/01,0.126087,0.9,20,
Massachusetts,7/16/01,0.108333,0.4,23,5
Massachusetts,7/17/01,0.217391,0.8,21,
Massachusetts,7/17/01,0.225,0.4,0,5
Massachusetts,7/17/01,0.217391,0.8,21,
Massachusetts,7/17/01,0.225,0.4,0,5
Massachusetts,7/18/01,0.077273,0.3,5,
Massachusetts,7/18/01,0.125,0.3,0,3
Massachusetts,7/18/01,0.077273,0.3,5,
Massachusetts,7/18/01,0.125,0.3,0,3
Massachusetts,7/19/01,0.047826,0.7,23,
Massachusetts,7/19/01,0.016667,0.2,23,2
Massachusetts,7/19/01,0.047826,0.7,23,
Massachusetts,7/19/01,0.016667,0.2,23,2
Massachusetts,7/20/01,0.213043,0.7,0,
Massachusetts,7/20/01,0.241667,0.5,4,6
Massachusetts,7/20/01,0.213043,0.7,0,
Massachusetts,7/20/01,0.241667,0.5,4,6
Massachusetts,7/21/01,0.068182,0.2,7,
Massachusetts,7/21/01,0.083333,0.2,13,2
Massachusetts,7/21/01,0.068182,0.2,7,
Massachusetts,7/21/01,0.083333,0.2,13,2
Massachusetts,7/22/01,0.004348,0.1,19,
Massachusetts,7/22/01,0,0,0,0
Massachusetts,7/22/01,0.004348,0.1,19,
Massachusetts,7/22/01,0,0,0,0
Massachusetts,7/23/01,0.004348,0.1,19,
Massachusetts,7/23/01,0,0,0,0
Massachusetts,7/23/01,0.004348,0.1,19,
Massachusetts,7/23/01,0,0,0,0
Massachusetts,7/24/01,0.006667,0.1,7,
Massachusetts,7/24/01,0,0,0,0
Massachusetts,7/24/01,0.006667,0.1,7,
Massachusetts,7/24/01,0,0,0,0
Massachusetts,7/25/01,0.008696,0.1,6,
Massachusetts,7/25/01,0,0,0,0
Massachusetts,7/25/01,0.008696,0.1,6,
Massachusetts,7/25/01,0,0,0,0
Massachusetts,7/26/01,0.16087,0.9,14,
Massachusetts,7/26/01,0.1125,0.4,20,5
Massachusetts,7/26/01,0.16087,0.9,14,
Massachusetts,7/26/01,0.1125,0.4,20,5
Massachusetts,7/27/01,0.036364,0.5,19,
Massachusetts,7/27/01,0.070833,0.3,0,3
Massachusetts,7/27/01,0.036364,0.5,19,
Massachusetts,7/27/01,0.070833,0.3,0,3
Massachusetts,7/28/01,0.013043,0.2,20,
Massachusetts,7/28/01,0.029167,0.2,0,2
Massachusetts,7/28/01,0.013043,0.2,20,
Massachusetts,7/28/01,0.029167,0.2,0,2
Massachusetts,7/29/01,0.008696,0.1,16,
Massachusetts,7/29/01,0,0,0,0
Massachusetts,7/29/01,0.008696,0.1,16,
Massachusetts,7/29/01,0,0,0,0
Massachusetts,7/30/01,0.477273,1.1,6,
Massachusetts,7/30/01,0.420833,0.6,7,7
Massachusetts,7/30/01,0.477273,1.1,6,
Massachusetts,7/30/01,0.420833,0.6,7,7
Massachusetts,7/31/01,0.478261,0.8,14,
Massachusetts,7/31/01,0.4875,0.5,1,6
Massachusetts,7/31/01,0.478261,0.8,14,
Massachusetts,7/31/01,0.4875,0.5,1,6
Massachusetts,8/1/01,0.56087,1.1,20,
Massachusetts,8/1/01,0.5375,0.7,20,8
Massachusetts,8/1/01,0.56087,1.1,20,
Massachusetts,8/1/01,0.5375,0.7,20,8
Massachusetts,8/2/01,0.513636,0.7,6,
Massachusetts,8/2/01,0.55,0.7,0,8
Massachusetts,8/2/01,0.513636,0.7,6,
Massachusetts,8/2/01,0.55,0.7,0,8
Massachusetts,8/3/01,0.478261,0.6,11,
Massachusetts,8/3/01,0.4625,0.6,20,7
Massachusetts,8/3/01,0.478261,0.6,11,
Massachusetts,8/3/01,0.4625,0.6,20,7
Massachusetts,8/4/01,0.422222,0.5,2,
Massachusetts,8/4/01,0.445455,0.5,0,6
Massachusetts,8/4/01,0.422222,0.5,2,
Massachusetts,8/4/01,0.445455,0.5,0,6
Massachusetts,8/7/01,0.505,0.8,0,
Massachusetts,8/7/01,0.523077,0.7,5,8
Massachusetts,8/7/01,0.505,0.8,0,
Massachusetts,8/7/01,0.523077,0.7,5,8
Massachusetts,8/8/01,0.326316,0.8,18,
Massachusetts,8/8/01,0.270588,0.4,0,5
Massachusetts,8/8/01,0.326316,0.8,18,
Massachusetts,8/8/01,0.270588,0.4,0,5
Massachusetts,8/9/01,0.452174,0.9,17,
Massachusetts,8/9/01,0.443478,0.8,21,9
Massachusetts,8/9/01,0.452174,0.9,17,
Massachusetts,8/9/01,0.443478,0.8,21,9
Massachusetts,8/10/01,0.513043,0.8,15,
Massachusetts,8/10/01,0.533333,0.7,0,8
Massachusetts,8/10/01,0.513043,0.8,15,
Massachusetts,8/10/01,0.533333,0.7,0,8
Massachusetts,8/11/01,0.140909,0.3,0,
Massachusetts,8/11/01,0.166667,0.4,0,5
Massachusetts,8/11/01,0.140909,0.3,0,
Massachusetts,8/11/01,0.166667,0.4,0,5
Massachusetts,8/12/01,0.095652,0.2,10,
Massachusetts,8/12/01,0.095833,0.2,15,2
Massachusetts,8/12/01,0.095652,0.2,10,
Massachusetts,8/12/01,0.095833,0.2,15,2
Massachusetts,8/13/01,0.33913,0.6,8,
Massachusetts,8/13/01,0.295833,0.5,20,6
Massachusetts,8/13/01,0.33913,0.6,8,
Massachusetts,8/13/01,0.295833,0.5,20,6
Massachusetts,8/14/01,0.272727,0.5,21,
Massachusetts,8/14/01,0.3125,0.4,0,5
Massachusetts,8/14/01,0.272727,0.5,21,
Massachusetts,8/14/01,0.3125,0.4,0,5
Massachusetts,8/15/01,0.430435,0.8,21,
Massachusetts,8/15/01,0.404167,0.6,7,7
Massachusetts,8/15/01,0.430435,0.8,21,
Massachusetts,8/15/01,0.404167,0.6,7,7
Massachusetts,8/16/01,0.317391,0.6,5,
Massachusetts,8/16/01,0.379167,0.6,0,7
Massachusetts,8/16/01,0.317391,0.6,5,
Massachusetts,8/16/01,0.379167,0.6,0,7
Massachusetts,8/17/01,0.304545,0.5,14,
Massachusetts,8/17/01,0.279167,0.4,13,5
Massachusetts,8/17/01,0.304545,0.5,14,
Massachusetts,8/17/01,0.279167,0.4,13,5
Massachusetts,8/18/01,0.247826,0.5,23,
Massachusetts,8/18/01,0.245833,0.4,0,5
Massachusetts,8/18/01,0.247826,0.5,23,
Massachusetts,8/18/01,0.245833,0.4,0,5
Massachusetts,8/19/01,0.369565,0.5,0,
