State,Date Local,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
Massachusetts,10/26/07,0.766667,1,1,11
Massachusetts,10/27/07,0.636364,1.3,9,
Massachusetts,10/27/07,0.620833,0.9,12,10
Massachusetts,10/27/07,0.636364,1.3,9,
Massachusetts,10/27/07,0.620833,0.9,12,10
Massachusetts,10/28/07,0.330435,0.5,0,
Massachusetts,10/28/07,0.3625,0.6,0,7
Massachusetts,10/28/07,0.330435,0.5,0,
Massachusetts,10/28/07,0.3625,0.6,0,7
Massachusetts,10/29/07,0.430435,0.8,18,
Massachusetts,10/29/07,0.383333,0.6,20,7
Massachusetts,10/29/07,0.430435,0.8,18,
Massachusetts,10/29/07,0.383333,0.6,20,7
Massachusetts,10/30/07,0.542857,1.1,19,
Massachusetts,10/30/07,0.525,0.9,23,10
Massachusetts,10/30/07,0.542857,1.1,19,
Massachusetts,10/30/07,0.525,0.9,23,10
Massachusetts,10/31/07,0.53913,1,6,
Massachusetts,10/31/07,0.604167,0.9,0,10
Massachusetts,10/31/07,0.53913,1,6,
Massachusetts,10/31/07,0.604167,0.9,0,10
Massachusetts,11/1/07,0.308696,0.4,6,
Massachusetts,11/1/07,0.325,0.4,13,5
Massachusetts,11/1/07,0.308696,0.4,6,
Massachusetts,11/1/07,0.325,0.4,13,5
Massachusetts,11/2/07,0.359091,0.5,7,
Massachusetts,11/2/07,0.358333,0.4,9,5
Massachusetts,11/2/07,0.359091,0.5,7,
Massachusetts,11/2/07,0.358333,0.4,9,5
Massachusetts,11/3/07,0.252174,0.3,9,
Massachusetts,11/3/07,0.258333,0.3,0,3
Massachusetts,11/3/07,0.252174,0.3,9,
Massachusetts,11/3/07,0.258333,0.3,0,3
Massachusetts,11/4/07,0.356522,1,23,
Massachusetts,11/4/07,0.329167,0.5,23,6
Massachusetts,11/4/07,0.356522,1,23,
Massachusetts,11/4/07,0.329167,0.5,23,6
Massachusetts,11/5/07,0.736364,1.2,2,
Massachusetts,11/5/07,0.75,1,6,11
Massachusetts,11/5/07,0.736364,1.2,2,
Massachusetts,11/5/07,0.75,1,6,11
Massachusetts,11/6/07,0.489474,0.8,17,
Massachusetts,11/6/07,0.476471,0.7,23,8
Massachusetts,11/6/07,0.489474,0.8,17,
Massachusetts,11/6/07,0.476471,0.7,23,8
Massachusetts,11/7/07,0.378261,0.5,7,
Massachusetts,11/7/07,0.425,0.6,0,7
Massachusetts,11/7/07,0.378261,0.5,7,
Massachusetts,11/7/07,0.425,0.6,0,7
Massachusetts,11/8/07,0.563636,1.4,21,
Massachusetts,11/8/07,0.495833,1.1,23,13
Massachusetts,11/8/07,0.563636,1.4,21,
Massachusetts,11/8/07,0.495833,1.1,23,13
Massachusetts,11/9/07,0.578261,1,1,
Massachusetts,11/9/07,0.679167,1.2,1,14
Massachusetts,11/9/07,0.578261,1,1,
Massachusetts,11/9/07,0.679167,1.2,1,14
Massachusetts,11/10/07,0.313043,0.5,8,
Massachusetts,11/10/07,0.320833,0.4,0,5
Massachusetts,11/10/07,0.313043,0.5,8,
Massachusetts,11/10/07,0.320833,0.4,0,5
Massachusetts,11/11/07,0.318182,0.5,18,
Massachusetts,11/11/07,0.325,0.4,0,5
Massachusetts,11/11/07,0.318182,0.5,18,
Massachusetts,11/11/07,0.325,0.4,0,5
Massachusetts,11/12/07,0.5,0.8,7,
Massachusetts,11/12/07,0.5125,0.6,8,7
Massachusetts,11/12/07,0.5,0.8,7,
Massachusetts,11/12/07,0.5125,0.6,8,7
Massachusetts,11/13/07,0.704348,1.8,18,
Massachusetts,11/13/07,0.591667,1.3,23,15
Massachusetts,11/13/07,0.704348,1.8,18,
Massachusetts,11/13/07,0.591667,1.3,23,15
Massachusetts,11/14/07,0.6,0.9,0,
Massachusetts,11/14/07,0.7125,1.3,0,15
Massachusetts,11/14/07,0.6,0.9,0,
Massachusetts,11/14/07,0.7125,1.3,0,15
Massachusetts,11/15/07,0.395652,0.6,15,
Massachusetts,11/15/07,0.416667,0.5,0,6
Massachusetts,11/15/07,0.395652,0.6,15,
Massachusetts,11/15/07,0.416667,0.5,0,6
Massachusetts,11/16/07,0.356522,0.5,17,
Massachusetts,11/16/07,0.358333,0.4,10,5
Massachusetts,11/16/07,0.356522,0.5,17,
Massachusetts,11/16/07,0.358333,0.4,10,5
Massachusetts,11/17/07,0.363636,0.6,18,
Massachusetts,11/17/07,0.345833,0.5,21,6
Massachusetts,11/17/07,0.363636,0.6,18,
Massachusetts,11/17/07,0.345833,0.5,21,6
Massachusetts,11/18/07,0.334783,0.5,0,
Massachusetts,11/18/07,0.354167,0.5,0,6
Massachusetts,11/18/07,0.334783,0.5,0,
Massachusetts,11/18/07,0.354167,0.5,0,6
Massachusetts,11/19/07,0.365217,0.5,8,
Massachusetts,11/19/07,0.3625,0.4,9,5
Massachusetts,11/19/07,0.365217,0.5,8,
Massachusetts,11/19/07,0.3625,0.4,9,5
Massachusetts,11/20/07,0.704762,1.1,8,
Massachusetts,11/20/07,0.670833,0.9,10,10
Massachusetts,11/20/07,0.704762,1.1,8,
Massachusetts,11/20/07,0.670833,0.9,10,10
Massachusetts,11/21/07,0.669565,0.9,9,
Massachusetts,11/21/07,0.666667,0.8,14,9
Massachusetts,11/21/07,0.669565,0.9,9,
Massachusetts,11/21/07,0.666667,0.8,14,9
Massachusetts,11/22/07,0.777273,1.2,9,
Massachusetts,11/22/07,0.7875,1,10,11
Massachusetts,11/22/07,0.777273,1.2,9,
Massachusetts,11/22/07,0.7875,1,10,11
Massachusetts,11/26/07,0.677778,0.8,13,
Massachusetts,11/26/07,0.7,0.7,18,8
Massachusetts,11/26/07,0.677778,0.8,13,
Massachusetts,11/26/07,0.7,0.7,18,8
Massachusetts,11/27/07,0.226316,0.4,17,
Massachusetts,11/27/07,0.294118,0.6,0,7
Massachusetts,11/27/07,0.226316,0.4,17,
Massachusetts,11/27/07,0.294118,0.6,0,7
Massachusetts,11/28/07,0.163636,0.3,19,
Massachusetts,11/28/07,0.15,0.3,0,3
Massachusetts,11/28/07,0.163636,0.3,19,
Massachusetts,11/28/07,0.15,0.3,0,3
Massachusetts,11/29/07,0.180952,0.4,7,
Massachusetts,11/29/07,0.1875,0.2,0,2
Massachusetts,11/29/07,0.180952,0.4,7,
Massachusetts,11/29/07,0.1875,0.2,0,2
Massachusetts,11/30/07,0.108696,0.3,16,
Massachusetts,11/30/07,0.1125,0.2,0,2
Massachusetts,11/30/07,0.108696,0.3,16,
Massachusetts,11/30/07,0.1125,0.2,0,2
Massachusetts,12/1/07,0.008696,0.1,0,
Massachusetts,12/1/07,0.0375,0.2,0,2
Massachusetts,12/1/07,0.008696,0.1,0,
Massachusetts,12/1/07,0.0375,0.2,0,2
Massachusetts,12/2/07,0.086364,0.2,15,
Massachusetts,12/2/07,0.070833,0.2,19,2
Massachusetts,12/2/07,0.086364,0.2,15,
Massachusetts,12/2/07,0.070833,0.2,19,2
Massachusetts,12/3/07,0.108696,0.3,10,
Massachusetts,12/3/07,0.120833,0.2,0,2
Massachusetts,12/3/07,0.108696,0.3,10,
Massachusetts,12/3/07,0.120833,0.2,0,2
Massachusetts,12/4/07,0.013043,0.1,7,
Massachusetts,12/4/07,0,0,0,0
Massachusetts,12/4/07,0.013043,0.1,7,
Massachusetts,12/4/07,0,0,0,0
Massachusetts,12/5/07,0.081818,0.3,7,
Massachusetts,12/5/07,0.070833,0.1,7,1
Massachusetts,12/5/07,0.081818,0.3,7,
Massachusetts,12/5/07,0.070833,0.1,7,1
Massachusetts,12/6/07,0.109524,0.5,17,
Massachusetts,12/6/07,0.079167,0.3,21,3
Massachusetts,12/6/07,0.109524,0.5,17,
Massachusetts,12/6/07,0.079167,0.3,21,3
Massachusetts,12/7/07,0.213043,0.9,7,
Massachusetts,12/7/07,0.245833,0.4,9,5
Massachusetts,12/7/07,0.213043,0.9,7,
Massachusetts,12/7/07,0.245833,0.4,9,5
Massachusetts,12/8/07,0.1,0.2,7,
Massachusetts,12/8/07,0.108333,0.2,10,2
Massachusetts,12/8/07,0.1,0.2,7,
Massachusetts,12/8/07,0.108333,0.2,10,2
Massachusetts,12/9/07,0.030435,0.1,5,
Massachusetts,12/9/07,0.029167,0.1,0,1
Massachusetts,12/9/07,0.030435,0.1,5,
Massachusetts,12/9/07,0.029167,0.1,0,1
Massachusetts,12/10/07,0.078261,0.3,19,
Massachusetts,12/10/07,0.05,0.2,21,2
Massachusetts,12/10/07,0.078261,0.3,19,
Massachusetts,12/10/07,0.05,0.2,21,2
Massachusetts,12/11/07,0.131818,0.4,7,
Massachusetts,12/11/07,0.15,0.2,0,2
Massachusetts,12/11/07,0.131818,0.4,7,
Massachusetts,12/11/07,0.15,0.2,0,2
Massachusetts,12/12/07,0.019048,0.2,6,
Massachusetts,12/12/07,0.0375,0.1,0,1
Massachusetts,12/12/07,0.019048,0.2,6,
Massachusetts,12/12/07,0.0375,0.1,0,1
Massachusetts,12/13/07,0.069565,0.2,13,
Massachusetts,12/13/07,0.054167,0.2,19,2
Massachusetts,12/13/07,0.069565,0.2,13,
Massachusetts,12/13/07,0.054167,0.2,19,2
Massachusetts,12/14/07,0.059091,0.2,10,
Massachusetts,12/14/07,0.075,0.1,0,1
Massachusetts,12/14/07,0.059091,0.2,10,
Massachusetts,12/14/07,0.075,0.1,0,1
Massachusetts,12/15/07,0,0,0,
Massachusetts,12/15/07,0,0,0,0
Massachusetts,12/15/07,0,0,0,
Massachusetts,12/15/07,0,0,0,0
Massachusetts,12/16/07,0,0,0,
Massachusetts,12/16/07,0,0,0,0
Massachusetts,12/16/07,0,0,0,
Massachusetts,12/16/07,0,0,0,0
Massachusetts,12/17/07,0,0,0,
Massachusetts,12/17/07,0,0,0,0
Massachusetts,12/17/07,0,0,0,
Massachusetts,12/17/07,0,0,0,0
Massachusetts,12/18/07,0.143478,0.8,23,
Massachusetts,12/18/07,0.079167,0.5,23,6
Massachusetts,12/18/07,0.143478,0.8,23,
Massachusetts,12/18/07,0.079167,0.5,23,6
Massachusetts,12/19/07,0.866667,1.4,7,
Massachusetts,12/19/07,0.866667,1.1,11,13
Massachusetts,12/19/07,0.866667,1.4,7,
Massachusetts,12/19/07,0.866667,1.1,11,13
Massachusetts,12/20/07,0.295455,0.4,15,
Massachusetts,12/20/07,0.325,0.6,0,7
Massachusetts,12/20/07,0.295455,0.4,15,
Massachusetts,12/20/07,0.325,0.6,0,7
Massachusetts,12/21/07,0.23913,0.3,8,
Massachusetts,12/21/07,0.258333,0.3,0,3
Massachusetts,12/21/07,0.23913,0.3,8,
Massachusetts,12/21/07,0.258333,0.3,0,3
Massachusetts,12/22/07,0.330435,0.5,18,
Massachusetts,12/22/07,0.295833,0.4,15,5
Massachusetts,12/22/07,0.330435,0.5,18,
Massachusetts,12/22/07,0.295833,0.4,15,5
Massachusetts,12/23/07,0.618182,1.2,13,
Massachusetts,12/23/07,0.6375,0.9,13,10
Massachusetts,12/23/07,0.618182,1.2,13,
Massachusetts,12/23/07,0.6375,0.9,13,10
Massachusetts,12/24/07,0.204348,0.3,7,
Massachusetts,12/24/07,0.183333,0.3,20,3
Massachusetts,12/24/07,0.204348,0.3,7,
Massachusetts,12/24/07,0.183333,0.3,20,3
Massachusetts,12/25/07,0.230435,0.4,17,
Massachusetts,12/25/07,0.216667,0.4,23,5
Massachusetts,12/25/07,0.230435,0.4,17,
Massachusetts,12/25/07,0.216667,0.4,23,5
Massachusetts,12/26/07,0.365,0.5,7,
Massachusetts,12/26/07,0.391667,0.4,0,5
Massachusetts,12/26/07,0.365,0.5,7,
Massachusetts,12/26/07,0.391667,0.4,0,5
Massachusetts,12/27/07,0.208696,0.3,13,
Massachusetts,12/27/07,0.2,0.3,0,3
Massachusetts,12/27/07,0.208696,0.3,13,
Massachusetts,12/27/07,0.2,0.3,0,3
Massachusetts,12/28/07,0.3,0.8,18,
Massachusetts,12/28/07,0.283333,0.5,23,6
Massachusetts,12/28/07,0.3,0.8,18,
Massachusetts,12/28/07,0.283333,0.5,23,6
Massachusetts,12/29/07,0.322727,1.1,17,
Massachusetts,12/29/07,0.3375,0.5,17,6
Massachusetts,12/29/07,0.322727,1.1,17,
Massachusetts,12/29/07,0.3375,0.5,17,6
Massachusetts,12/30/07,0.221739,0.4,8,
Massachusetts,12/30/07,0.229167,0.5,0,6
Massachusetts,12/30/07,0.221739,0.4,8,
Massachusetts,12/30/07,0.229167,0.5,0,6
Massachusetts,12/31/07,0.147826,0.4,23,
Massachusetts,12/31/07,0.15,0.2,0,2
Massachusetts,12/31/07,0.147826,0.4,23,
Massachusetts,12/31/07,0.15,0.2,0,2
Massachusetts,1/1/08,0.318182,0.8,6,
Massachusetts,1/1/08,0.331579,0.5,7,6
Massachusetts,1/1/08,0.318182,0.8,6,
Massachusetts,1/1/08,0.331579,0.5,7,6
Massachusetts,1/2/08,0.104762,0.3,6,
Massachusetts,1/2/08,0.145833,0.3,0,3
Massachusetts,1/2/08,0.104762,0.3,6,
Massachusetts,1/2/08,0.145833,0.3,0,3
Massachusetts,1/3/08,0.008696,0.1,16,
Massachusetts,1/3/08,0,0,0,0
Massachusetts,1/3/08,0.008696,0.1,16,
Massachusetts,1/3/08,0,0,0,0
Massachusetts,1/4/08,0.104545,0.3,17,
Massachusetts,1/4/08,0.095833,0.2,18,2
Massachusetts,1/4/08,0.104545,0.3,17,
Massachusetts,1/4/08,0.095833,0.2,18,2
Massachusetts,1/5/08,0.13913,0.3,15,
Massachusetts,1/5/08,0.145833,0.2,0,2
Massachusetts,1/5/08,0.13913,0.3,15,
Massachusetts,1/5/08,0.145833,0.2,0,2
Massachusetts,1/6/08,0.152174,0.5,16,
Massachusetts,1/6/08,0.129167,0.4,21,5
Massachusetts,1/6/08,0.152174,0.5,16,
Massachusetts,1/6/08,0.129167,0.4,21,5
Massachusetts,1/7/08,0.281818,0.5,16,
Massachusetts,1/7/08,0.295833,0.4,0,5
Massachusetts,1/7/08,0.281818,0.5,16,
Massachusetts,1/7/08,0.295833,0.4,0,5
Massachusetts,1/8/08,0.121739,0.3,16,
Massachusetts,1/8/08,0.158333,0.3,0,3
Massachusetts,1/8/08,0.121739,0.3,16,
Massachusetts,1/8/08,0.158333,0.3,0,3
Massachusetts,1/9/08,0.013636,0.2,17,
Massachusetts,1/9/08,0,0,0,0
Massachusetts,1/9/08,0.013636,0.2,17,
Massachusetts,1/9/08,0,0,0,0
Massachusetts,1/10/08,0.054545,0.3,21,
Massachusetts,1/10/08,0.0375,0.2,22,2
Massachusetts,1/10/08,0.054545,0.3,21,
Massachusetts,1/10/08,0.0375,0.2,22,2
Massachusetts,1/11/08,0.230435,0.8,15,
Massachusetts,1/11/08,0.220833,0.4,18,5
Massachusetts,1/11/08,0.230435,0.8,15,
Massachusetts,1/11/08,0.220833,0.4,18,5
Massachusetts,1/12/08,0.06087,0.3,2,
Massachusetts,1/12/08,0.108333,0.3,0,3
Massachusetts,1/12/08,0.06087,0.3,2,
Massachusetts,1/12/08,0.108333,0.3,0,3
Massachusetts,1/13/08,0.009091,0.1,1,
Massachusetts,1/13/08,0,0,0,0
Massachusetts,1/13/08,0.009091,0.1,1,
Massachusetts,1/13/08,0,0,0,0
Massachusetts,1/14/08,0,0,0,
Massachusetts,1/14/08,0,0,0,0
Massachusetts,1/14/08,0,0,0,
Massachusetts,1/14/08,0,0,0,0
Massachusetts,1/15/08,0.091304,0.4,16,
Massachusetts,1/15/08,0.083333,0.2,10,2
Massachusetts,1/15/08,0.091304,0.4,16,
Massachusetts,1/15/08,0.083333,0.2,10,2
Massachusetts,1/16/08,0,0,0,
Massachusetts,1/16/08,0,0,0,0
Massachusetts,1/16/08,0,0,0,
Massachusetts,1/16/08,0,0,0,0
Massachusetts,1/17/08,0.331818,0.7,10,
Massachusetts,1/17/08,0.279167,0.6,17,7
Massachusetts,1/17/08,0.331818,0.7,10,
Massachusetts,1/17/08,0.279167,0.6,17,7
Massachusetts,1/18/08,0.343478,0.9,8,
Massachusetts,1/18/08,0.354167,0.4,0,5
Massachusetts,1/18/08,0.343478,0.9,8,
Massachusetts,1/18/08,0.354167,0.4,0,5
Massachusetts,1/19/08,0.25,0.4,17,
Massachusetts,1/19/08,0.245833,0.4,0,5
Massachusetts,1/19/08,0.25,0.4,17,
Massachusetts,1/19/08,0.245833,0.4,0,5
Massachusetts,1/20/08,0.165217,0.4,0,
Massachusetts,1/20/08,0.183333,0.3,0,3
Massachusetts,1/20/08,0.165217,0.4,0,
Massachusetts,1/20/08,0.183333,0.3,0,3
Massachusetts,1/21/08,0.226087,0.5,20,
Massachusetts,1/21/08,0.204167,0.3,20,3
Massachusetts,1/21/08,0.226087,0.5,20,
Massachusetts,1/21/08,0.204167,0.3,20,3
Massachusetts,1/22/08,0.285714,0.6,7,
Massachusetts,1/22/08,0.308333,0.4,0,5
Massachusetts,1/22/08,0.285714,0.6,7,
Massachusetts,1/22/08,0.308333,0.4,0,5
Massachusetts,1/23/08,0.272222,0.5,17,
Massachusetts,1/23/08,0.247059,0.4,19,5
Massachusetts,1/23/08,0.272222,0.5,17,
Massachusetts,1/23/08,0.247059,0.4,19,5
Massachusetts,1/24/08,0.221739,0.4,7,
Massachusetts,1/24/08,0.225,0.3,0,3
Massachusetts,1/24/08,0.221739,0.4,7,
Massachusetts,1/24/08,0.225,0.3,0,3
Massachusetts,1/25/08,0.252174,0.5,17,
Massachusetts,1/25/08,0.225,0.4,20,5
Massachusetts,1/25/08,0.252174,0.5,17,
Massachusetts,1/25/08,0.225,0.4,20,5
Massachusetts,1/26/08,0.25,0.4,21,
Massachusetts,1/26/08,0.258333,0.4,0,5
Massachusetts,1/26/08,0.25,0.4,21,
Massachusetts,1/26/08,0.258333,0.4,0,5
Massachusetts,1/27/08,0.173913,0.3,0,
Massachusetts,1/27/08,0.195833,0.3,0,3
Massachusetts,1/27/08,0.173913,0.3,0,
Massachusetts,1/27/08,0.195833,0.3,0,3
Massachusetts,1/28/08,0.13913,0.3,8,
Massachusetts,1/28/08,0.125,0.2,18,2
Massachusetts,1/28/08,0.13913,0.3,8,
Massachusetts,1/28/08,0.125,0.2,18,2
Massachusetts,1/29/08,0.377273,0.6,7,
Massachusetts,1/29/08,0.320833,0.5,20,6
Massachusetts,1/29/08,0.377273,0.6,7,
Massachusetts,1/29/08,0.320833,0.5,20,6
Massachusetts,1/30/08,0.195238,0.3,6,
Massachusetts,1/30/08,0.233333,0.5,0,6
Massachusetts,1/30/08,0.195238,0.3,6,
Massachusetts,1/30/08,0.233333,0.5,0,6
Massachusetts,1/31/08,0.217391,0.5,18,
Massachusetts,1/31/08,0.216667,0.4,22,5
Massachusetts,1/31/08,0.217391,0.5,18,
Massachusetts,1/31/08,0.216667,0.4,22,5
Massachusetts,2/1/08,0.172727,0.2,0,
Massachusetts,2/1/08,0.220833,0.4,0,5
Massachusetts,2/1/08,0.172727,0.2,0,
Massachusetts,2/1/08,0.220833,0.4,0,5
Massachusetts,2/2/08,0.134783,0.3,18,
Massachusetts,2/2/08,0.125,0.2,18,2
Massachusetts,2/2/08,0.134783,0.3,18,
Massachusetts,2/2/08,0.125,0.2,18,2
Massachusetts,2/3/08,0.121739,0.3,23,
Massachusetts,2/3/08,0.1125,0.2,0,2
Massachusetts,2/3/08,0.121739,0.3,23,
Massachusetts,2/3/08,0.1125,0.2,0,2
Massachusetts,2/4/08,0.240909,0.4,17,
Massachusetts,2/4/08,0.241667,0.3,14,3
Massachusetts,2/4/08,0.240909,0.4,17,
Massachusetts,2/4/08,0.241667,0.3,14,3
Massachusetts,2/5/08,0.290476,0.6,18,
Massachusetts,2/5/08,0.266667,0.5,21,6
Massachusetts,2/5/08,0.290476,0.6,18,
Massachusetts,2/5/08,0.266667,0.5,21,6
Massachusetts,2/6/08,0.273913,0.5,9,
Massachusetts,2/6/08,0.320833,0.4,0,5
Massachusetts,2/6/08,0.273913,0.5,9,
Massachusetts,2/6/08,0.320833,0.4,0,5
Massachusetts,2/7/08,0.095455,0.2,8,
Massachusetts,2/7/08,0.083333,0.1,0,1
Massachusetts,2/7/08,0.095455,0.2,8,
Massachusetts,2/7/08,0.083333,0.1,0,1
Massachusetts,2/8/08,0.178261,0.4,21,
Massachusetts,2/8/08,0.154167,0.3,21,3
Massachusetts,2/8/08,0.178261,0.4,21,
Massachusetts,2/8/08,0.154167,0.3,21,3
Massachusetts,2/9/08,0.178261,0.3,6,
Massachusetts,2/9/08,0.204167,0.3,11,3
Massachusetts,2/9/08,0.178261,0.3,6,
Massachusetts,2/9/08,0.204167,0.3,11,3
Massachusetts,2/10/08,0.072727,0.2,6,
Massachusetts,2/10/08,0.070833,0.2,0,2
Massachusetts,2/10/08,0.072727,0.2,6,
Massachusetts,2/10/08,0.070833,0.2,0,2
Massachusetts,2/11/08,0.030435,0.1,7,
Massachusetts,2/11/08,0.025,0.1,17,1
Massachusetts,2/11/08,0.030435,0.1,7,
Massachusetts,2/11/08,0.025,0.1,17,1
Massachusetts,2/12/08,0.113043,0.4,17,
Massachusetts,2/12/08,0.091667,0.2,18,2
Massachusetts,2/12/08,0.113043,0.4,17,
Massachusetts,2/12/08,0.091667,0.2,18,2
Massachusetts,2/13/08,0.368182,1.5,9,
Massachusetts,2/13/08,0.366667,0.8,14,9
Massachusetts,2/13/08,0.368182,1.5,9,
Massachusetts,2/13/08,0.366667,0.8,14,9
Massachusetts,2/14/08,0.03913,0.2,17,
Massachusetts,2/14/08,0.033333,0.1,0,1
Massachusetts,2/14/08,0.03913,0.2,17,
Massachusetts,2/14/08,0.033333,0.1,0,1
Massachusetts,2/15/08,0.065217,0.2,16,
Massachusetts,2/15/08,0.095833,0.1,0,1
Massachusetts,2/15/08,0.065217,0.2,16,
Massachusetts,2/15/08,0.095833,0.1,0,1
Massachusetts,2/16/08,0,0,0,
Massachusetts,2/16/08,0,0,0,0
Massachusetts,2/16/08,0,0,0,
Massachusetts,2/16/08,0,0,0,0
Massachusetts,2/17/08,0.104348,0.5,2,
Massachusetts,2/17/08,0.116667,0.3,4,3
Massachusetts,2/17/08,0.104348,0.5,2,
Massachusetts,2/17/08,0.116667,0.3,4,3
Massachusetts,2/18/08,0,0,0,
Massachusetts,2/18/08,0,0,0,0
Massachusetts,2/18/08,0,0,0,
Massachusetts,2/18/08,0,0,0,0
Massachusetts,2/19/08,0.009091,0.1,7,
Massachusetts,2/19/08,0,0,0,0
Massachusetts,2/19/08,0.009091,0.1,7,
Massachusetts,2/19/08,0,0,0,0
Massachusetts,2/20/08,0,0,0,
Massachusetts,2/20/08,0,0,0,0
Massachusetts,2/20/08,0,0,0,
Massachusetts,2/20/08,0,0,0,0
Massachusetts,2/21/08,0,0,0,
Massachusetts,2/21/08,0,0,0,0
Massachusetts,2/21/08,0,0,0,
Massachusetts,2/21/08,0,0,0,0
Massachusetts,2/22/08,0.027273,0.1,8,
Massachusetts,2/22/08,0.025,0.1,15,1
Massachusetts,2/22/08,0.027273,0.1,8,
Massachusetts,2/22/08,0.025,0.1,15,1
Massachusetts,2/23/08,0.034783,0.2,19,
Massachusetts,2/23/08,0.020833,0.1,19,1
Massachusetts,2/23/08,0.034783,0.2,19,
Massachusetts,2/23/08,0.020833,0.1,19,1
Massachusetts,2/24/08,0.026087,0.2,20,
Massachusetts,2/24/08,0.029167,0.1,0,1
Massachusetts,2/24/08,0.026087,0.2,20,
Massachusetts,2/24/08,0.029167,0.1,0,1
Massachusetts,2/25/08,0.077273,0.4,17,
Massachusetts,2/25/08,0.083333,0.2,23,2
Massachusetts,2/25/08,0.077273,0.4,17,
Massachusetts,2/25/08,0.083333,0.2,23,2
Massachusetts,2/26/08,0.213043,0.7,8,
Massachusetts,2/26/08,0.220833,0.4,12,5
Massachusetts,2/26/08,0.213043,0.7,8,
Massachusetts,2/26/08,0.220833,0.4,12,5
Massachusetts,2/27/08,0.026087,0.2,9,
Massachusetts,2/27/08,0.0375,0.1,0,1
Massachusetts,2/27/08,0.026087,0.2,9,
Massachusetts,2/27/08,0.0375,0.1,0,1
Massachusetts,2/28/08,0,0,0,
Massachusetts,2/28/08,0,0,0,0
Massachusetts,2/28/08,0,0,0,
Massachusetts,2/28/08,0,0,0,0
Massachusetts,2/29/08,0,0,0,
Massachusetts,2/29/08,0,0,0,0
Massachusetts,2/29/08,0,0,0,
Massachusetts,2/29/08,0,0,0,0
Massachusetts,3/1/08,0.017391,0.2,10,
Massachusetts,3/1/08,0.025,0.1,11,1
Massachusetts,3/1/08,0.017391,0.2,10,
Massachusetts,3/1/08,0.025,0.1,11,1
Massachusetts,3/2/08,0,0,0,
Massachusetts,3/2/08,0,0,0,0
Massachusetts,3/2/08,0,0,0,
Massachusetts,3/2/08,0,0,0,0
Massachusetts,3/3/08,0.021739,0.2,7,
Massachusetts,3/3/08,0.029167,0.1,7,1
Massachusetts,3/3/08,0.021739,0.2,7,
Massachusetts,3/3/08,0.029167,0.1,7,1
Massachusetts,3/4/08,0,0,0,
Massachusetts,3/4/08,0,0,0,0
Massachusetts,3/4/08,0,0,0,
Massachusetts,3/4/08,0,0,0,0
Massachusetts,3/5/08,0.025,0.5,8,
Massachusetts,3/5/08,0.033333,0.1,8,1
Massachusetts,3/5/08,0.025,0.5,8,
Massachusetts,3/5/08,0.033333,0.1,8,1
Massachusetts,3/6/08,0.195238,0.6,23,
Massachusetts,3/6/08,0.141667,0.4,20,5
Massachusetts,3/6/08,0.195238,0.6,23,
Massachusetts,3/6/08,0.141667,0.4,20,5
Massachusetts,3/7/08,0.373913,1.1,7,
Massachusetts,3/7/08,0.4125,0.6,8,7
Massachusetts,3/7/08,0.373913,1.1,7,
Massachusetts,3/7/08,0.4125,0.6,8,7
Massachusetts,3/8/08,0.240909,0.3,8,
Massachusetts,3/8/08,0.25,0.3,0,3
Massachusetts,3/8/08,0.240909,0.3,8,
Massachusetts,3/8/08,0.25,0.3,0,3
Massachusetts,3/9/08,0.130435,0.2,0,
Massachusetts,3/9/08,0.1375,0.3,0,3
Massachusetts,3/9/08,0.130435,0.2,0,
Massachusetts,3/9/08,0.1375,0.3,0,3
Massachusetts,3/10/08,0.186957,0.2,3,
Massachusetts,3/10/08,0.179167,0.2,5,2
Massachusetts,3/10/08,0.186957,0.2,3,
Massachusetts,3/10/08,0.179167,0.2,5,2
Massachusetts,3/11/08,0.245455,0.5,19,
Massachusetts,3/11/08,0.229167,0.4,23,5
Massachusetts,3/11/08,0.245455,0.5,19,
Massachusetts,3/11/08,0.229167,0.4,23,5
Massachusetts,3/12/08,0.23913,0.4,6,
Massachusetts,3/12/08,0.25,0.3,0,3
Massachusetts,3/12/08,0.23913,0.4,6,
Massachusetts,3/12/08,0.25,0.3,0,3
Massachusetts,3/13/08,0.204348,0.3,15,
Massachusetts,3/13/08,0.195833,0.3,18,3
Massachusetts,3/13/08,0.204348,0.3,15,
Massachusetts,3/13/08,0.195833,0.3,18,3
Massachusetts,3/14/08,0.3,0.6,6,
Massachusetts,3/14/08,0.308333,0.4,7,5
Massachusetts,3/14/08,0.3,0.6,6,
Massachusetts,3/14/08,0.308333,0.4,7,5
Massachusetts,3/15/08,0.147826,0.2,9,
Massachusetts,3/15/08,0.1625,0.2,0,2
Massachusetts,3/15/08,0.147826,0.2,9,
Massachusetts,3/15/08,0.1625,0.2,0,2
Massachusetts,3/16/08,0.143478,0.3,19,
Massachusetts,3/16/08,0.141667,0.2,14,2
Massachusetts,3/16/08,0.143478,0.3,19,
Massachusetts,3/16/08,0.141667,0.2,14,2
Massachusetts,3/17/08,0.1,0.1,0,
Massachusetts,3/17/08,0.104167,0.2,0,2
Massachusetts,3/17/08,0.1,0.1,0,
Massachusetts,3/17/08,0.104167,0.2,0,2
Massachusetts,3/18/08,0.213043,0.3,6,
