date,close,name,realname
2014-01-16,170.97,TSLA,Tesla
2014-01-17,170.01,TSLA,Tesla
2014-01-21,176.68,TSLA,Tesla
2014-01-22,178.56,TSLA,Tesla
2014-01-23,181.5,TSLA,Tesla
2014-01-24,174.6,TSLA,Tesla
2014-01-27,169.62,TSLA,Tesla
2014-01-28,178.38,TSLA,Tesla
2014-01-29,175.23,TSLA,Tesla
2014-01-30,182.84,TSLA,Tesla
2014-01-31,181.41,TSLA,Tesla
2014-02-03,177.11,TSLA,Tesla
2014-02-04,178.73,TSLA,Tesla
2014-02-05,174.42,TSLA,Tesla
2014-02-06,178.38,TSLA,Tesla
2014-02-07,186.53,TSLA,Tesla
2014-02-10,196.56,TSLA,Tesla
2014-02-11,196.62,TSLA,Tesla
2014-02-12,195.32,TSLA,Tesla
2014-02-13,199.63,TSLA,Tesla
2014-02-14,198.23,TSLA,Tesla
2014-02-18,203.7,TSLA,Tesla
2014-02-19,193.64,TSLA,Tesla
2014-02-20,209.97,TSLA,Tesla
2014-02-21,209.6,TSLA,Tesla
2014-02-24,217.65,TSLA,Tesla
2014-02-25,248.0,TSLA,Tesla
2014-02-26,253.0,TSLA,Tesla
2014-02-27,252.54,TSLA,Tesla
2014-02-28,244.81,TSLA,Tesla
2014-03-03,250.56,TSLA,Tesla
2014-03-04,254.84,TSLA,Tesla
2014-03-05,252.66,TSLA,Tesla
2014-03-06,252.94,TSLA,Tesla
2014-03-07,246.21,TSLA,Tesla
2014-03-10,238.84,TSLA,Tesla
2014-03-11,234.41,TSLA,Tesla
2014-03-12,241.49,TSLA,Tesla
2014-03-13,237.79,TSLA,Tesla
2014-03-14,230.97,TSLA,Tesla
2014-03-17,233.98,TSLA,Tesla
2014-03-18,240.04,TSLA,Tesla
2014-03-19,235.84,TSLA,Tesla
2014-03-20,234.91,TSLA,Tesla
2014-03-21,228.89,TSLA,Tesla
2014-03-24,220.17,TSLA,Tesla
2014-03-25,220.44,TSLA,Tesla
2014-03-26,212.96,TSLA,Tesla
2014-03-27,207.32,TSLA,Tesla
2014-03-28,212.37,TSLA,Tesla
2014-03-31,208.45,TSLA,Tesla
2014-04-01,216.97,TSLA,Tesla
2014-04-02,230.29,TSLA,Tesla
2014-04-03,225.4,TSLA,Tesla
2014-04-04,212.225,TSLA,Tesla
2014-04-07,207.52,TSLA,Tesla
2014-04-08,215.46,TSLA,Tesla
2014-04-09,216.93,TSLA,Tesla
2014-04-10,204.19,TSLA,Tesla
2014-04-11,203.78,TSLA,Tesla
2014-04-14,198.09,TSLA,Tesla
2014-04-15,193.91,TSLA,Tesla
2014-04-16,199.11,TSLA,Tesla
2014-04-17,198.12,TSLA,Tesla
2014-04-21,204.38,TSLA,Tesla
2014-04-22,218.64,TSLA,Tesla
2014-04-23,207.99,TSLA,Tesla
2014-04-24,207.86,TSLA,Tesla
2014-04-25,199.85,TSLA,Tesla
2014-04-28,198.51,TSLA,Tesla
2014-04-29,206.92,TSLA,Tesla
2014-04-30,207.89,TSLA,Tesla
2014-05-01,207.73,TSLA,Tesla
2014-05-02,210.91,TSLA,Tesla
2014-05-05,216.61,TSLA,Tesla
2014-05-06,207.28,TSLA,Tesla
2014-05-07,201.35,TSLA,Tesla
2014-05-08,178.59,TSLA,Tesla
2014-05-09,182.26,TSLA,Tesla
2014-05-12,184.67,TSLA,Tesla
2014-05-13,190.16,TSLA,Tesla
2014-05-14,190.62,TSLA,Tesla
2014-05-15,188.59,TSLA,Tesla
2014-05-16,191.56,TSLA,Tesla
2014-05-19,196.09,TSLA,Tesla
2014-05-20,195.3,TSLA,Tesla
2014-05-21,199.45,TSLA,Tesla
2014-05-22,204.88,TSLA,Tesla
2014-05-23,207.3,TSLA,Tesla
2014-05-27,211.56,TSLA,Tesla
2014-05-28,210.24,TSLA,Tesla
2014-05-29,210.24,TSLA,Tesla
2014-05-30,207.77,TSLA,Tesla
2014-06-02,204.7,TSLA,Tesla
2014-06-03,204.94,TSLA,Tesla
2014-06-04,203.99,TSLA,Tesla
2014-06-05,206.9,TSLA,Tesla
2014-06-06,208.171,TSLA,Tesla
2014-06-09,205.31,TSLA,Tesla
2014-06-10,202.3,TSLA,Tesla
2014-06-11,204.47,TSLA,Tesla
2014-06-12,203.52,TSLA,Tesla
2014-06-13,206.42,TSLA,Tesla
2014-06-16,224.61,TSLA,Tesla
2014-06-17,231.67,TSLA,Tesla
2014-06-18,227.12,TSLA,Tesla
2014-06-19,227.79,TSLA,Tesla
2014-06-20,229.59,TSLA,Tesla
2014-06-23,237.22,TSLA,Tesla
2014-06-24,232.5,TSLA,Tesla
2014-06-25,236.891,TSLA,Tesla
2014-06-26,235.6,TSLA,Tesla
2014-06-27,239.06,TSLA,Tesla
2014-06-30,240.06,TSLA,Tesla
2014-07-01,239.72,TSLA,Tesla
2014-07-02,229.425,TSLA,Tesla
2014-07-03,229.25,TSLA,Tesla
2014-07-07,222.66,TSLA,Tesla
2014-07-08,219.07,TSLA,Tesla
2014-07-09,223.06,TSLA,Tesla
2014-07-10,219.46,TSLA,Tesla
2014-07-11,218.13,TSLA,Tesla
2014-07-14,226.7,TSLA,Tesla
2014-07-15,219.58,TSLA,Tesla
2014-07-16,217.16,TSLA,Tesla
2014-07-17,215.4,TSLA,Tesla
2014-07-18,220.0201,TSLA,Tesla
2014-07-21,220.54,TSLA,Tesla
2014-07-22,219.58,TSLA,Tesla
2014-07-23,222.49,TSLA,Tesla
2014-07-24,223.54,TSLA,Tesla
2014-07-25,223.57,TSLA,Tesla
2014-07-28,224.82,TSLA,Tesla
2014-07-29,225.01,TSLA,Tesla
2014-07-30,228.92,TSLA,Tesla
2014-07-31,223.3,TSLA,Tesla
2014-08-01,233.27,TSLA,Tesla
2014-08-04,238.52,TSLA,Tesla
2014-08-05,238.49,TSLA,Tesla
2014-08-06,248.9301,TSLA,Tesla
2014-08-07,252.39,TSLA,Tesla
2014-08-08,248.13,TSLA,Tesla
2014-08-11,259.32,TSLA,Tesla
2014-08-12,259.96,TSLA,Tesla
2014-08-13,260.31,TSLA,Tesla
2014-08-14,261.38,TSLA,Tesla
2014-08-15,262.01,TSLA,Tesla
2014-08-18,259.94,TSLA,Tesla
2014-08-19,256.76,TSLA,Tesla
2014-08-20,255.71,TSLA,Tesla
2014-08-21,254.34,TSLA,Tesla
2014-08-22,256.78,TSLA,Tesla
2014-08-25,262.55,TSLA,Tesla
2014-08-26,261.74,TSLA,Tesla
2014-08-27,263.25,TSLA,Tesla
2014-08-28,263.86,TSLA,Tesla
2014-08-29,269.7,TSLA,Tesla
2014-09-02,284.12,TSLA,Tesla
2014-09-03,281.19,TSLA,Tesla
2014-09-04,286.04,TSLA,Tesla
2014-09-05,277.39,TSLA,Tesla
2014-09-08,282.11,TSLA,Tesla
2014-09-09,278.48,TSLA,Tesla
2014-09-10,281.1,TSLA,Tesla
2014-09-11,280.31,TSLA,Tesla
2014-09-12,279.2,TSLA,Tesla
2014-09-15,253.86,TSLA,Tesla
2014-09-16,260.74,TSLA,Tesla
2014-09-17,261.38,TSLA,Tesla
2014-09-18,263.82,TSLA,Tesla
2014-09-19,259.32,TSLA,Tesla
2014-09-22,250.03,TSLA,Tesla
2014-09-23,250.41,TSLA,Tesla
2014-09-24,252.14,TSLA,Tesla
2014-09-25,246.95,TSLA,Tesla
2014-09-26,246.6,TSLA,Tesla
2014-09-29,245.26,TSLA,Tesla
2014-09-30,242.68,TSLA,Tesla
2014-10-01,240.24,TSLA,Tesla
2014-10-02,251.42,TSLA,Tesla
2014-10-03,255.21,TSLA,Tesla
2014-10-06,260.62,TSLA,Tesla
2014-10-07,259.57,TSLA,Tesla
2014-10-08,259.28,TSLA,Tesla
2014-10-09,257.01,TSLA,Tesla
2014-10-10,236.91,TSLA,Tesla
2014-10-13,224.59,TSLA,Tesla
2014-10-14,227.06,TSLA,Tesla
2014-10-15,229.7,TSLA,Tesla
2014-10-16,226.35,TSLA,Tesla
2014-10-17,227.48,TSLA,Tesla
2014-10-20,230.47,TSLA,Tesla
2014-10-21,235.34,TSLA,Tesla
2014-10-22,231.1,TSLA,Tesla
2014-10-23,235.29,TSLA,Tesla
2014-10-24,235.24,TSLA,Tesla
2014-10-27,221.67,TSLA,Tesla
2014-10-28,242.77,TSLA,Tesla
2014-10-29,238.1,TSLA,Tesla
2014-10-30,238.66,TSLA,Tesla
2014-10-31,241.7,TSLA,Tesla
2014-11-03,242.59,TSLA,Tesla
2014-11-04,238.93,TSLA,Tesla
2014-11-05,230.97,TSLA,Tesla
2014-11-06,241.22,TSLA,Tesla
2014-11-07,240.2,TSLA,Tesla
2014-11-10,241.93,TSLA,Tesla
2014-11-11,251.08,TSLA,Tesla
2014-11-12,249.1,TSLA,Tesla
2014-11-13,251.7,TSLA,Tesla
2014-11-14,258.68,TSLA,Tesla
2014-11-17,253.98,TSLA,Tesla
2014-11-18,257.7,TSLA,Tesla
2014-11-19,247.74,TSLA,Tesla
2014-11-20,248.71,TSLA,Tesla
2014-11-21,242.78,TSLA,Tesla
2014-11-24,246.72,TSLA,Tesla
2014-11-25,248.09,TSLA,Tesla
2014-11-26,248.44,TSLA,Tesla
2014-11-28,244.52,TSLA,Tesla
2014-12-01,231.64,TSLA,Tesla
2014-12-02,231.43,TSLA,Tesla
2014-12-03,229.3,TSLA,Tesla
2014-12-04,228.28,TSLA,Tesla
2014-12-05,223.71,TSLA,Tesla
2014-12-08,214.36,TSLA,Tesla
2014-12-09,216.89,TSLA,Tesla
2014-12-10,209.84,TSLA,Tesla
2014-12-11,208.88,TSLA,Tesla
2014-12-12,207.0,TSLA,Tesla
2014-12-15,204.04,TSLA,Tesla
2014-12-16,197.81,TSLA,Tesla
2014-12-17,205.82,TSLA,Tesla
2014-12-18,218.26,TSLA,Tesla
2014-12-19,219.29,TSLA,Tesla
2014-12-22,222.6,TSLA,Tesla
2014-12-23,220.97,TSLA,Tesla
2014-12-24,222.26,TSLA,Tesla
2014-12-26,227.82,TSLA,Tesla
2014-12-29,225.71,TSLA,Tesla
2014-12-30,222.23,TSLA,Tesla
2014-12-31,222.41,TSLA,Tesla
2015-01-02,219.31,TSLA,Tesla
2015-01-05,210.09,TSLA,Tesla
2015-01-06,211.28,TSLA,Tesla
2015-01-07,210.95,TSLA,Tesla
2015-01-08,210.615,TSLA,Tesla
2015-01-09,206.66,TSLA,Tesla
2015-01-12,202.21,TSLA,Tesla
2015-01-13,204.25,TSLA,Tesla
2015-01-14,192.69,TSLA,Tesla
2015-01-15,191.87,TSLA,Tesla
2015-01-16,193.07,TSLA,Tesla
2015-01-20,191.93,TSLA,Tesla
2015-01-21,196.57,TSLA,Tesla
2015-01-22,201.62,TSLA,Tesla
2015-01-23,201.29,TSLA,Tesla
2015-01-26,206.55,TSLA,Tesla
2015-01-27,205.98,TSLA,Tesla
2015-01-28,199.37,TSLA,Tesla
2015-01-29,205.2,TSLA,Tesla
2015-01-30,203.6,TSLA,Tesla
2015-02-02,210.94,TSLA,Tesla
2015-02-03,218.36,TSLA,Tesla
2015-02-04,218.55,TSLA,Tesla
2015-02-05,220.99,TSLA,Tesla
2015-02-06,217.36,TSLA,Tesla
2015-02-09,217.48,TSLA,Tesla
2015-02-10,216.29,TSLA,Tesla
2015-02-11,212.8,TSLA,Tesla
2015-02-12,202.88,TSLA,Tesla
2015-02-13,203.77,TSLA,Tesla
2015-02-17,204.35,TSLA,Tesla
2015-02-18,204.46,TSLA,Tesla
2015-02-19,211.705,TSLA,Tesla
2015-02-20,217.11,TSLA,Tesla
2015-02-23,207.335,TSLA,Tesla
2015-02-24,204.11,TSLA,Tesla
2015-02-25,203.76,TSLA,Tesla
2015-02-26,207.19,TSLA,Tesla
2015-02-27,203.34,TSLA,Tesla
2015-03-02,197.325,TSLA,Tesla
2015-03-03,199.56,TSLA,Tesla
2015-03-04,202.435,TSLA,Tesla
2015-03-05,200.63,TSLA,Tesla
2015-03-06,193.88,TSLA,Tesla
2015-03-09,190.88,TSLA,Tesla
2015-03-10,190.32,TSLA,Tesla
2015-03-11,193.74,TSLA,Tesla
2015-03-12,191.07,TSLA,Tesla
2015-03-13,188.68,TSLA,Tesla
2015-03-16,195.7,TSLA,Tesla
2015-03-17,194.73,TSLA,Tesla
2015-03-18,200.71,TSLA,Tesla
2015-03-19,195.65,TSLA,Tesla
2015-03-20,198.08,TSLA,Tesla
2015-03-23,199.63,TSLA,Tesla
2015-03-24,201.72,TSLA,Tesla
2015-03-25,194.3,TSLA,Tesla
