,date,open,high,low,close,volume,Name,RealName,dat,value
1896,2016-08-01,103.5998,103.6737,102.5465,102.7775,445102,TM,Toyota Motors,1,-8.089533953059949
1919,2016-09-01,112.3502,112.729,111.4077,111.8235,341122,TM,Toyota Motors,1,3.903169216931726
1961,2016-11-01,108.589,108.589,107.1069,107.6228,307298,TM,Toyota Motors,1,-2.5813196710553186
1982,2016-12-01,110.3995,111.3563,110.2212,110.4745,260657,TM,Toyota Motors,1,2.177672955974844
2023,2017-02-01,108.6641,108.9549,107.9136,108.12,324205,TM,Toyota Motors,1,0.4532100988366002
2042,2017-03-01,107.7072,107.8573,107.4164,107.6322,240418,TM,Toyota Motors,1,4.0930367504835505
2084,2017-05-01,103.3905,103.5146,103.1995,103.4,109130,TM,Toyota Motors,1,-0.09227454333763424
2106,2017-06-01,102.9608,103.5146,102.8654,103.4955,170476,TM,Toyota Motors,1,-5.05383268932263
2148,2017-08-01,108.9567,109.2049,108.4507,109.0044,371602,TM,Toyota Motors,1,1.0085622150561615
2171,2017-09-01,107.6391,108.7085,107.5341,107.916,288244,TM,Toyota Motors,1,-10.50576235878137
2213,2017-11-01,120.4486,121.0591,120.34200000000001,120.5843,194195,TM,Toyota Motors,1,0.0563408797474821
2234,2017-12-01,121.5243,121.7084,119.8574,120.5164,201265,TM,Toyota Motors,1,-10.403456692099693
2275,2018-02-01,133.9674,134.9462,133.9481,134.5101,170017,TM,Toyota Motors,1,6.44982078994872
2294,2018-03-01,129.3546,129.4321,125.4976,126.3601,444166,TM,Toyota Motors,1,-2.1447445047456255
2336,2018-05-01,128.8535,129.1592,128.3211,129.1296,127091,TM,Toyota Motors,1,-0.2589120749423675
2358,2018-06-01,129.4451,130.017,129.0803,129.4648,225841,TM,Toyota Motors,1,-0.24310315201923116
2400,2018-08-01,130.6381,131.3086,129.3564,129.7803,131807,TM,Toyota Motors,1,3.973962506008667
2442,2018-10-01,124.6,125.04,124.41,124.82,147213,TM,Toyota Motors,1,6.049277824978751
2465,2018-11-01,116.9,117.81,116.3,117.7,275470,TM,Toyota Motors,1,560.7274176616874
2567,2014-04-01,17.6513,18.0238,17.4412,17.8137,16408058,NVDA,Nvidia,1,0.4307307200081161
2588,2014-05-01,17.9092,17.9474,17.594,17.7373,4952689,NVDA,Nvidia,1,-1.4139853376834897
2630,2014-07-01,17.771,18.0925,17.7134,17.9917,8029625,NVDA,Nvidia,1,5.991893770692699
2652,2014-08-01,16.7923,17.0705,16.7347,16.9746,5497060,NVDA,Nvidia,1,-3.6010608392442385
2694,2014-10-01,17.8111,17.9364,17.5605,17.6087,8775121,NVDA,Nvidia,1,-11.598473818966824
2736,2014-12-01,20.2093,20.3255,19.8899,19.919,4751507,NVDA,Nvidia,1,-2.4224165380752867
2819,2015-04-01,20.4135,20.4815,20.0637,20.4135,8269223,NVDA,Nvidia,1,-7.648354830099394
2840,2015-05-01,21.7446,22.1721,21.6474,22.1041,6424185,NVDA,Nvidia,1,1.1874733917151503
2860,2015-06-01,21.7373,22.0596,21.6007,21.8447,9316504,NVDA,Nvidia,1,9.70565635970089
2882,2015-07-01,20.117,20.4001,19.7364,19.9121,7573001,NVDA,Nvidia,1,-5.7745452480551265
