date,close,Name,RealName
2014-01-21,582.4319,GOOGL,Alpabet / Google
2014-01-22,583.0925,GOOGL,Alpabet / Google
2014-01-23,580.63,GOOGL,Alpabet / Google
2014-01-24,562.4769,GOOGL,Alpabet / Google
2014-01-27,551.1656,GOOGL,Alpabet / Google
2014-01-28,562.0665,GOOGL,Alpabet / Google
2014-01-29,554.0135,GOOGL,Alpabet / Google
2014-01-30,568.2647,GOOGL,Alpabet / Google
2014-01-31,591.0755,GOOGL,Alpabet / Google
2014-02-03,567.2817,GOOGL,Alpabet / Google
2014-02-04,569.6491,GOOGL,Alpabet / Google
2014-02-05,572.1716,GOOGL,Alpabet / Google
2014-02-06,580.56,GOOGL,Alpabet / Google
2014-02-07,589.3087,GOOGL,Alpabet / Google
2014-02-10,587.0515,GOOGL,Alpabet / Google
2014-02-11,595.6851,GOOGL,Alpabet / Google
2014-02-12,593.9383,GOOGL,Alpabet / Google
2014-02-13,600.5499,GOOGL,Alpabet / Google
2014-02-14,602.0014,GOOGL,Alpabet / Google
2014-02-18,606.0454,GOOGL,Alpabet / Google
2014-02-19,601.7712,GOOGL,Alpabet / Google
2014-02-20,602.6571,GOOGL,Alpabet / Google
2014-02-21,602.4969,GOOGL,Alpabet / Google
2014-02-24,606.8613,GOOGL,Alpabet / Google
2014-02-25,610.61,GOOGL,Alpabet / Google
2014-02-26,610.6951,GOOGL,Alpabet / Google
2014-02-27,610.2146,GOOGL,Alpabet / Google
2014-02-28,608.4328,GOOGL,Alpabet / Google
2014-03-03,601.9463,GOOGL,Alpabet / Google
2014-03-04,608.0625,GOOGL,Alpabet / Google
2014-03-05,609.7391,GOOGL,Alpabet / Google
2014-03-06,610.4148,GOOGL,Alpabet / Google
2014-03-07,608.0024,GOOGL,Alpabet / Google
2014-03-10,606.3908,GOOGL,Alpabet / Google
2014-03-11,600.595,GOOGL,Alpabet / Google
2014-03-12,604.2536,GOOGL,Alpabet / Google
2014-03-13,595.1245,GOOGL,Alpabet / Google
2014-03-14,586.9864,GOOGL,Alpabet / Google
2014-03-17,596.646,GOOGL,Alpabet / Google
2014-03-18,606.2356,GOOGL,Alpabet / Google
2014-03-19,600.2246,GOOGL,Alpabet / Google
2014-03-20,599.1786,GOOGL,Alpabet / Google
2014-03-21,592.1115,GOOGL,Alpabet / Google
2014-03-24,579.544,GOOGL,Alpabet / Google
2014-03-25,579.9394,GOOGL,Alpabet / Google
2014-03-26,566.551,GOOGL,Alpabet / Google
2014-03-27,557.6971,GOOGL,Alpabet / Google
2014-03-28,560.6351,GOOGL,Alpabet / Google
2014-03-31,557.8123,GOOGL,Alpabet / Google
2014-04-01,568.0124,GOOGL,Alpabet / Google
2014-04-02,568.1176,GOOGL,Alpabet / Google
2014-04-03,571.5,GOOGL,Alpabet / Google
2014-04-04,545.25,GOOGL,Alpabet / Google
2014-04-07,540.63,GOOGL,Alpabet / Google
2014-04-08,557.51,GOOGL,Alpabet / Google
2014-04-09,567.04,GOOGL,Alpabet / Google
2014-04-10,546.69,GOOGL,Alpabet / Google
2014-04-11,537.76,GOOGL,Alpabet / Google
2014-04-14,545.2,GOOGL,Alpabet / Google
2014-04-15,548.7,GOOGL,Alpabet / Google
2014-04-16,563.9,GOOGL,Alpabet / Google
2014-04-17,543.34,GOOGL,Alpabet / Google
2014-04-21,539.37,GOOGL,Alpabet / Google
2014-04-22,545.5,GOOGL,Alpabet / Google
2014-04-23,537.51,GOOGL,Alpabet / Google
2014-04-24,534.44,GOOGL,Alpabet / Google
2014-04-25,523.1,GOOGL,Alpabet / Google
2014-04-28,522.98,GOOGL,Alpabet / Google
2014-04-29,536.33,GOOGL,Alpabet / Google
2014-04-30,534.88,GOOGL,Alpabet / Google
2014-05-01,538.53,GOOGL,Alpabet / Google
2014-05-02,533.87,GOOGL,Alpabet / Google
2014-05-05,535.33,GOOGL,Alpabet / Google
2014-05-06,522.57,GOOGL,Alpabet / Google
2014-05-07,518.0,GOOGL,Alpabet / Google
2014-05-08,520.17,GOOGL,Alpabet / Google
2014-05-09,526.62,GOOGL,Alpabet / Google
2014-05-12,538.43,GOOGL,Alpabet / Google
2014-05-13,541.54,GOOGL,Alpabet / Google
2014-05-14,534.41,GOOGL,Alpabet / Google
2014-05-15,529.12,GOOGL,Alpabet / Google
2014-05-16,528.3,GOOGL,Alpabet / Google
2014-05-19,538.83,GOOGL,Alpabet / Google
2014-05-20,540.39,GOOGL,Alpabet / Google
2014-05-21,549.7,GOOGL,Alpabet / Google
2014-05-22,555.45,GOOGL,Alpabet / Google
2014-05-23,563.8,GOOGL,Alpabet / Google
2014-05-27,574.87,GOOGL,Alpabet / Google
2014-05-28,570.45,GOOGL,Alpabet / Google
2014-05-29,570.56,GOOGL,Alpabet / Google
2014-05-30,571.65,GOOGL,Alpabet / Google
2014-06-02,564.34,GOOGL,Alpabet / Google
2014-06-03,554.51,GOOGL,Alpabet / Google
2014-06-04,553.76,GOOGL,Alpabet / Google
2014-06-05,564.93,GOOGL,Alpabet / Google
2014-06-06,566.03,GOOGL,Alpabet / Google
2014-06-09,570.73,GOOGL,Alpabet / Google
2014-06-10,568.3,GOOGL,Alpabet / Google
2014-06-11,567.5,GOOGL,Alpabet / Google
2014-06-12,559.5,GOOGL,Alpabet / Google
2014-06-13,560.35,GOOGL,Alpabet / Google
2014-06-16,552.3,GOOGL,Alpabet / Google
2014-06-17,550.615,GOOGL,Alpabet / Google
2014-06-18,560.66,GOOGL,Alpabet / Google
2014-06-19,564.99,GOOGL,Alpabet / Google
2014-06-20,566.52,GOOGL,Alpabet / Google
2014-06-23,574.29,GOOGL,Alpabet / Google
