date,Arcimoto,Ferrari,FiatChrysler,Ford,GM,Google,HarleyDavidson,Honda,KandiTechnologiesInc,NIO,Nvidia,SpartanMotors,TataMotors,Tesla,Toyota,WorkhorseGroupInc
12/22/2016,0,56.8543,8.83,10.9572,32.9274,809.68,54.2872,28.2215,5.1,0,106.3974,9.231,34.29,208.45,113.1855,7.11
12/23/2016,0,57.4353,9.04,11.0102,32.9274,807.8,54.6063,28.2589,5.15,0,109.0497,9.3783,34.05,213.34,113.4106,7.36
12/27/2016,0,57.3959,9.1,10.9483,32.789,809.93,54.8504,28.1497,5.15,0,116.5395,9.231,34.2,219.53,111.9941,7.37
12/28/2016,0,56.8642,8.99,10.8246,32.4292,804.57,54.3529,27.8577,5.15,0,108.5232,9.4765,33.48,219.74,111.0842,7.41
12/29/2016,0,56.9035,9.06,10.807,32.4199,802.88,54.5876,27.5845,5,0,110.6887,9.3292,34.24,214.68,109.7897,7.45
12/30/2016,0,57.2482,9.12,10.7186,32.1432,792.45,54.7565,27.4997,4.9,0,106.0299,9.0837,34.39,213.69,109.9398,7.06
1/3/2017,0,58.0359,9.55,11.1251,32.4292,808.01,55.3196,27.8954,4.8,0,101.3314,9.1819,35.52,216.99,111.2062,6.89
1/4/2017,0,58.4987,9.68,11.6376,34.219,807.77,55.9297,28.8846,4.9,0,103.6955,9.231,35.95,226.99,113.6826,6.85
1/5/2017,0,58.4495,9.81,11.2841,33.5732,813.02,55.986,28.8846,5.2,0,101.0631,9.0346,36.6,226.75,112.9791,6.75
1/6/2017,0,58.0359,10.42,11.2753,33.2041,825.21,55.4698,28.7056,5,0,102.4141,8.9855,36.34,229.01,112.6883,6.45
1/9/2017,0,57.386,10.57,11.1604,33.2226,827.18,54.5782,28.6679,4.95,0,106.5663,8.8873,37.26,231.28,112.3225,5.71
1/10/2017,0,58.0753,10.81,11.3548,34.4589,826.01,54.9067,28.357,5.15,0,105.7617,8.9855,38.15,229.87,112.3412,5.4
1/11/2017,0,58.4987,11.09,11.1958,35.0124,829.86,54.4468,28.4324,5.25,0,104.4604,8.9364,38.51,229.73,112.4819,5.46
1/12/2017,0,58.3707,9.95,11.1251,34.6065,829.53,54.7377,28.4135,5,0,102.7518,8.5927,37.94,229.59,112.2287,5.89
1/13/2017,0,58.9122,9.73,11.1604,34.4496,830.94,55.1225,28.3381,5.05,0,102.7419,8.6909,38.04,237.75,112.3881,5.99
1/17/2017,0,58.9024,9.49,11.1427,34.422,827.46,55.329,27.9425,4.85,0,100.4373,8.3963,38.21,235.58,111.0749,5.74
1/18/2017,0,58.9812,9.67,11.1422,34.5696,829.02,54.9254,28.2534,4.85,0,102.2651,8.3472,38.35,238.36,111.4313,5.3
1/19/2017,0,59.5326,9.94,11.1602,34.4127,824.37,54.6533,28.5925,4.8,0,104.4604,8.1999,38.76,243.76,111.9191,4.78
1/20/2017,0,59.4243,10.01,11.0973,34.1452,828.17,55.0193,28.6773,4.85,0,103.318,8.1508,38.42,244.73,111.5533,4.86
1/23/2017,0,60.1431,10.28,11.0524,33.813,844.43,55.62,28.6019,4.8,0,104.3909,8.5436,39.05,248.92,110.9623,4.51
1/24/2017,0,61.7185,10.88,11.3218,34.136,849.53,56.033,28.5548,4.5,0,106.616,8.4945,40.01,254.61,110.3526,3.76
1/25/2017,0,61.6004,10.98,11.4834,35.3169,858.45,56.3333,29.007,4.35,0,107.0729,8.6909,40.12,254.47,111.6846,3.42
1/26/2017,0,60.9111,11.06,11.1063,34.6157,856.98,56.4835,28.9505,4.55,0,108.9205,8.4454,40.09,252.51,111.6095,3.47
1/27/2017,0,61.0588,11.08,11.214,34.1452,845.03,55.4604,28.3381,4.5,0,111.0264,9.1819,39.91,252.95,109.4614,3.09
1/30/2017,0,60.0052,10.81,11.1063,33.5178,823.83,54.3623,28.2157,4.45,0,109.2881,9.1819,38.8,250.63,108.8798,3.29
1/31/2017,0,61.177,10.99,11.0973,33.7761,820.19,53.5364,27.999,4.25,0,108.4536,7.758,38.96,251.93,108.5796,3.24
2/1/2017,0,61.1868,10.98,11.0614,33.3425,815.24,53.114,28.2251,4.2,0,113.1919,8.1017,39.58,249.24,108.12,3.07
2/2/2017,0,63.6189,10.9,11.0255,32.9643,818.26,52.7949,28.47,4.2,0,114.6223,8.0526,39.19,251.55,107.4352,2.98
2/3/2017,0,64.6922,11.03,11.2769,33.5178,820.13,52.9826,29.2614,4.25,0,113.6191,8.1508,38.86,251.33,107.9887,2.81
2/6/2017,0,63.5894,10.77,11.241,33.9791,821.62,53.1797,29.0824,4.3,0,116.5296,8.0035,38.77,257.77,106.2908,2.87
2/7/2017,0,63.5106,10.27,11.0794,32.383,829.23,53.1328,29.5629,4.15,0,118.3375,7.9544,37.62,257.48,106.0375,2.88
2/8/2017,0,64.1999,10.59,11.1153,32.4199,829.88,53.3486,29.8926,4.1,0,117.8209,7.8071,38.13,262.08,106.2533,2.92
2/9/2017,0,63.7765,10.81,11.1153,32.3646,830.06,53.2736,29.5158,4,0,115.6058,7.8562,38.04,269.2,104.9869,2.78
2/10/2017,0,64.2196,10.75,11.232,32.4476,834.85,53.8179,29.7419,4.075,0,112.8641,7.9544,38.09,269.23,105.8968,2.8
2/13/2017,0,65.155,10.94,11.2769,32.7705,838.96,53.9927,30.2694,4.25,0,107.659,7.8562,37.42,280.6,107.06,2.89
2/14/2017,0,65.1747,11.42,11.3577,34.3574,840.03,54.5406,30.1564,4.1,0,108.0563,7.267,33.41,280.98,107.3789,2.84
2/15/2017,0,64.9974,11.52,11.3397,34.2098,837.32,54.1344,29.9491,4.25,0,108.2748,7.3652,32.39,279.76,106.5722,2.89
2/16/2017,0,65.027,11.55,11.2589,34.1636,842.17,53.2937,29.6759,4.25,0,106.5365,7.3652,33.05,268.95,106.3283,3.1
2/17/2017,0,64.5839,11.35,11.2948,34.3389,846.55,53.7754,29.7795,4.15,0,106.5166,7.3161,33.46,272.23,106.6566,3.21
2/21/2017,0,64.574,11.43,11.3936,34.8833,849.27,53.9644,29.9397,4.1,0,110.3311,8.2981,34.5,277.39,107.2195,3.25
2/22/2017,0,64.8694,11.38,11.3756,34.9109,851.36,54.3611,30.0151,4.25,0,110.1619,8.1508,34.53,273.51,107.3133,3.19
2/23/2017,0,64.6627,11.05,11.2769,34.3666,851,54.4839,29.789,4.15,0,99.9474,7.5125,34.39,255.99,107.4915,3.06
2/24/2017,0,64.0916,10.79,11.1961,34.0437,847.81,53.4259,29.6288,4.15,0,100.9122,6.9233,34.32,257,106.7223,3.03
2/27/2017,0,64.8104,11.07,11.3667,34.3851,849.67,53.8605,29.431,4,0,103.8462,6.9724,34,246.23,107.1632,3.03
2/28/2017,0,64.062,10.97,11.2499,33.9883,844.93,53.2559,29.1766,4.1,0,100.9321,6.5305,33.59,249.99,106.1407,2.87
3/1/2017,0,64.8596,11.04,11.3936,34.5327,856.75,55.164,29.4781,4.05,0,102.235,6.8251,33.84,250.02,107.6322,3.03
3/2/2017,0,64.9581,10.98,11.3667,34.8371,849.85,55.3907,29.1954,4.15,0,98.4654,6.9724,34.64,250.48,106.3658,3
3/3/2017,0,65.2535,11.22,11.3577,35.2707,849.08,55.5607,29.3462,4.2,0,97.8985,6.5796,34.81,251.57,106.3189,2.95
3/6/2017,0,64.2097,11.04,11.241,34.9755,847.27,54.3894,29.1672,4.15,0,97.1426,6.5305,34.81,251.21,105.9156,2.9
3/7/2017,0,64.5839,10.95,11.1871,34.6157,851.15,54.5783,29.2708,4,0,98.2068,6.7269,34.66,248.59,105.6717,2.89
3/8/2017,0,64.4756,10.98,11.2499,34.7369,853.64,55.2868,29.1483,4.05,0,98.0278,6.3341,34.59,246.87,104.8743,2.89
3/9/2017,0,64.1703,10.89,11.223,34.3268,857.84,55.4946,29.1483,4.05,0,98.0079,6.4323,34.73,244.9,105.2402,2.81
3/10/2017,0,64.7217,10.91,11.2499,34.3268,861.405,56.7226,29.252,4.25,0,98.5848,6.8742,35.16,243.69,105.681,2.68
3/13/2017,0,65.3224,11.11,11.2589,34.3641,864.58,57.1571,29.252,4.35,0,101.3001,6.8742,36.11,246.17,106.3752,2.74
3/14/2017,0,65.2928,11.06,11.2679,34.4479,865.91,56.7698,28.9693,4.05,0,101.2304,6.9233,35.88,258,105.1464,2.65
3/15/2017,0,66.8191,11.32,11.3577,34.5691,868.39,59.4524,29.3556,4.05,0,101.9963,7.0215,36.46,255.73,106.2251,2.28
3/16/2017,0,68.2764,11.58,11.4026,34.5598,870,59.0085,29.3839,3.7,0,103.2495,7.267,36.7,262.05,106.2251,2.29
3/17/2017,0,67.3803,11.47,11.2051,33.8608,872.37,58.8007,29.2426,3.85,0,105.4973,7.3161,36.4,261.5,105.2589,2.35
3/20/2017,0,66.9569,11.3,11.0255,33.2829,867.91,58.4228,29.1954,3.6,0,108.859,7.2179,36.62,261.92,105.0619,2.13
3/21/2017,0,66.0609,10.7,10.5227,32.2017,850.14,57.2137,29.007,3.65,0,105.3381,7.1688,35.76,250.68,104.4897,1.86
3/22/2017,0,67.1342,10.97,10.5676,32.0526,849.8,57.176,28.8469,3.65,0,107.4865,7.1688,35.55,255.01,103.9644,2.02
3/23/2017,0,69.6352,10.79,10.4778,31.9315,839.65,57.176,28.9505,3.7,0,106.5118,7.2179,35.71,254.78,103.6642,2.04
3/24/2017,0,70.482,10.81,10.4329,32.2111,835.14,56.8643,28.9976,3.85,0,106.8897,7.2179,35.74,263.16,104.4616,2.1
3/27/2017,0,72.796,10.91,10.2893,32.3509,838.51,56.8454,29.0259,3.75,0,107.6655,7.4143,36.05,270.22,104.8087,2.14
3/28/2017,0,73.7117,11.13,10.4598,33.1431,840.63,57.3271,29.2312,3.75,0,107.1085,7.3652,36.18,277.45,105.4465,2.21
3/29/2017,0,73.7018,11.07,10.4868,33.1245,849.87,57.2421,29.2122,3.8,0,106.7604,7.4143,35.77,277.38,105.2618,2.58
3/30/2017,0,73.308,10.98,10.4868,33.0033,849.48,57.6294,29.0794,3.8,0,108.8093,7.5616,35.8,277.92,105.0804,2.46
3/31/2017,0,73.2194,10.93,10.4509,32.9567,847.8,57.1476,28.7093,3.8,0,108.3418,7.8562,35.65,278.3,103.7055,2.63
4/3/2017,0,72.5892,10.41,10.2713,31.8476,856.75,58.0733,28.586,3.8,0,107.7948,7.5861,35.41,298.52,103.6101,2.48
4/4/2017,0,72.471,10.39,10.2085,31.9408,852.57,57.6105,28.1116,3.75,0,100.2358,7.6107,35.4,303.7,103.1231,2.42
4/5/2017,0,71.3091,10.11,10.1097,31.6891,848.91,56.6942,27.5424,4.1,0,99.4899,7.5125,35.82,295,101.3377,2.28
4/6/2017,0,71.4962,10.27,10.1187,31.8382,845.095,57.4688,27.2483,4,0,100.2159,7.8071,36.06,298.7,100.7267,2.31
4/7/2017,0,70.7873,10.12,10.0828,31.4188,842.1,57.5349,27.2957,4.35,0,99.7883,7.758,36.09,302.54,101.1182,2.28
4/10/2017,0,70.8266,10.09,10.1007,31.6612,841.7,58.4134,27.1913,4.25,0,97.2421,7.4143,36.59,312.39,101.185,2.23
4/11/2017,0,70.738,10.19,10.1276,31.6146,839.88,58.6117,27.2862,4.15,0,97.5902,7.5125,35.89,308.71,101.586,2.16
4/12/2017,0,70.5608,10.05,10.0828,31.6332,841.46,57.6672,27.1059,4.05,0,96.7846,7.3652,35.43,296.84,100.6694,1.95
4/13/2017,0,69.5466,9.7,9.975,31.1206,840.18,56.392,26.9921,4.15,0,94.9744,7.5125,34.72,304,99.4664,1.93
4/17/2017,0,70.226,9.78,10.1276,31.5959,855.13,56.1086,27.2198,4.1,0,98.6942,7.5125,34.9,301.44,101.3187,2.27
4/18/2017,0,69.5072,9.74,10.1367,31.4002,853.99,53.7566,26.9447,4.05,0,98.7539,7.5125,33.82,300.25,100.5548,2.26
4/19/2017,0,70.1669,9.97,10.1822,31.4934,856.51,53.2843,26.7454,4,0,99.1418,7.6107,34,305.52,99.8865,2.39
4/20/2017,0,70.3048,10.22,10.437,31.7823,860.08,53.3409,27.0206,3.875,0,100.7132,7.8071,34.19,302.51,101.2041,2.3
4/21/2017,0,69.7337,10.09,10.3187,31.4561,858.95,52.7175,27.0585,3.8,0,101.131,7.8071,33.72,305.6,101.7578,2.24
4/24/2017,0,72.9156,10.56,10.4006,31.6052,878.93,53.1992,27.3431,4.15,0,102.3941,8.0526,34.18,308.03,102.1493,2.25
4/25/2017,0,73.7209,10.54,10.4461,31.6798,888.84,54.0399,27.476,4.1,0,104.1744,8.249,34.66,313.79,103.801,2.16
4/26/2017,0,74.4666,11.65,10.5553,32.0433,889.14,54.6728,27.5898,4.05,0,103.4583,8.249,35.3,310.17,104.9372,2.18
4/27/2017,0,75.1824,11.27,10.437,32.1924,891.44,54.8145,27.5234,4.1,0,105.0696,8.2981,35.54,308.63,104.4598,2.09
4/28/2017,0,74.7648,11.37,10.437,32.2856,924.52,53.6621,27.6088,4.1,0,103.7368,8.1017,35.67,314.07,103.2473,2.04
5/1/2017,0,75.2719,11.41,10.3915,31.8755,932.82,53.2654,27.5898,4.05,0,106.0642,8.3472,35.17,322.83,103.4,2
5/2/2017,0,75.1227,10.92,9.9366,30.9435,937.09,53.0009,27.4096,4.2,0,102.9213,8.3963,34.81,318.89,104.2975,2.15
5/3/2017,0,75.5801,11.02,10.073,31.2045,948.45,52.4814,27.438,4.45,0,103.6871,8.3963,34.7,311.02,103.9442,2.3
5/4/2017,0,80.9886,11.2,10.0094,30.8969,954.72,52.538,27.5044,4.35,0,103.2893,8.6418,33.92,295.46,104.2211,2.95
5/5/2017,0,82.0027,11.37,10.1367,31.4748,950.28,53.0765,27.6467,4.35,0,103.2992,8.74,32.73,308.35,104.9372,3.62
5/8/2017,0,82.2413,11.2,10.1276,31.6612,958.69,52.4625,27.5139,4.4,0,102.2151,8.74,32.77,307.19,105.2045,3.16
5/9/2017,0,83.9712,11,10.1549,31.9315,956.71,53.1048,27.0111,4.5,0,102.3842,8.9855,32.77,321.26,103.5528,2.92
5/10/2017,0,83.5139,11.07,10.0458,31.9035,954.84,53.6054,27.0206,4.15,0,120.6351,8.8873,33.49,325.22,101.0227,2.69
5/11/2017,0,82.4998,10.87,10.0185,31.7916,955.89,52.4625,27.1344,4.05,0,125.817,8.9861,33.45,323.1,102.0061,2.53
5/12/2017,0,83.6431,10.87,9.9366,31.3349,955.14,52.1508,26.679,4.05,0,127.1994,8.8873,33.76,324.81,101.6433,2.81
5/15/2017,0,84.4087,11.14,9.9548,31.5214,959.22,51.0456,26.8782,4.025,0,133.5848,9.0354,33.9,315.88,101.5955,3.07
5/16/2017,0,84.1005,10.93,9.9548,31.1485,964.61,51.1117,26.5557,4,0,136.0713,8.8379,34.18,317.01,102.0825,3.17
5/17/2017,0,82.291,10.59,9.791,30.2165,942.17,50.0538,26.0718,4,0,127.0304,8.443,34.21,306.11,101.0036,3.32
5/18/2017,0,83.7326,10.47,9.8183,30.2631,950.5,49.8365,26.2426,3.95,0,132.3515,8.4923,33.88,313.06,101.9392,3.52
5/19/2017,0,82.8478,10.5,9.8911,30.4961,954.65,49.7043,26.2616,4,0,135.4081,8.443,34.45,310.83,102.6935,3.68
5/22/2017,0,83.8619,10.76,10.1003,30.6825,964.07,50.016,26.3185,4.2,0,138.2955,8.3936,34.9,310.35,102.6362,3.96
5/23/2017,0,84.2993,10.32,10.0549,30.9621,970.55,50.2585,26.3185,4.25,0,136.4336,8.4923,36.81,303.86,103.19,3.83
5/24/2017,0,84.5976,10.56,9.973,30.9435,977.61,49.4595,26.5367,4.3,0,137.9669,8.443,35.81,310.22,102.4644,3.66
5/25/2017,0,85.2041,10.58,9.882,30.3843,991.86,49.3264,26.2331,4.35,0,137.6583,8.3936,36.56,316.83,102.4453,3.65
5/26/2017,0,85.0052,10.55,9.9457,30.8223,993.27,49.7639,26.2141,4.25,0,141.2227,8.443,37.07,325.14,102.2543,3.5
5/30/2017,0,84.9953,10.41,10.0821,31.2511,996.17,50.4202,26.3659,4.2,0,144.2395,8.443,36.85,335.1,102.999,3.48
5/31/2017,0,86.2182,10.57,10.1185,31.6239,987.09,50.4202,26.4987,4.15,0,143.7218,8.4923,36.83,341.01,102.6744,3.52
6/1/2017,0,88.0873,11.14,10.3824,32.0899,988.29,50.7055,26.8403,4.175,0,143.7317,8.6405,37.12,340.37,103.4955,3.6
6/2/2017,0,90.0658,11.04,10.3278,32.1085,996.12,50.639,27.2198,4.2,0,143.0149,8.6898,37.31,339.85,104.4216,3.56
6/5/2017,0,89.9166,10.93,10.2368,32.1179,1003.88,50.8197,26.7549,4.05,0,147.3658,8.5417,37,347.32,102.8845,3.49
6/6/2017,0,89.9862,10.83,10.1185,32.0899,996.68,49.5261,26.8403,4.15,0,146.6988,8.6405,35.85,352.85,102.9226,3.54
6/7/2017,0,90.0459,10.94,10.073,32.3632,1001.59,49.5832,26.8023,4.15,0,148.471,8.443,35.6,359.65,102.6649,3.57
6/8/2017,0,91.3185,10.86,10.1003,32.1464,1004.28,50.268,26.6885,4.15,0,159.2439,8.5417,35.71,370,100.994,3.86
6/9/2017,0,88.9324,10.76,10.1276,32.3632,970.12,50.677,26.5082,4.05,0,148.9489,8.5911,35.53,357.32,100.9558,3.76
6/12/2017,0,87.2422,10.99,10.2641,32.6836,961.81,50.6295,26.5462,4,0,149.3173,8.6898,35.01,359.01,101.6337,3.72
6/13/2017,0,87.6796,11,10.255,32.5234,970.5,51.067,26.6411,4.1,0,150.7411,8.5911,35.02,375.95,102.5503,3.7
6/14/2017,0,87.9083,10.89,10.2095,32.6177,967.93,50.7341,26.6126,4.05,0,151.0597,8.443,35.12,380.66,101.8724,3.6
6/15/2017,0,87.0433,10.68,10.2277,32.6082,960.18,52.2084,26.4608,4,0,151.7069,8.443,34.81,375.34,100.994,3.6
6/16/2017,0,87.5206,10.61,10.2095,32.3161,958.62,52.779,26.4323,3.9,0,150.9601,8.3936,34.88,371.4,100.1539,4.05
6/19/2017,0,89.2604,10.6,10.2277,32.3726,975.22,52.741,26.328,3.95,0,156.6353,8.2948,35.17,369.8,99.9629,4.04
6/20/2017,0,88.2265,10.57,10.1185,32.4198,968.99,52.7981,26.0054,4,0,156.4063,8.443,35.62,372.24,99.1227,4.38
6/21/2017,0,88.6639,10.71,10.0458,32.1653,978.59,53.2261,26.1572,3.95,0,158.776,8.1961,35.02,376.4,99.8292,4.64
6/22/2017,0,88.8727,10.9,10.1276,32.2218,976.62,53.4829,26.1572,4.1,0,157.6807,8.3936,34.96,382.61,100.7172,4.72
6/23/2017,0,88.6639,10.84,10.0458,32.2313,986.09,52.8266,26.2331,4.15,0,153.1605,8.443,34,383.45,100.4785,4.23
6/26/2017,0,88.3159,10.86,10.1731,32.5328,972.09,52.4081,26.1951,4.2,0,151.4878,8.6898,34.14,377.49,100.2302,4.01
6/27/2017,0,86.8047,10.73,10.0821,32.2407,948.09,51.8469,26.051,4.25,0,145.9421,8.5911,33.97,362.37,99.8101,3.65
6/28/2017,0,87.2621,10.96,10.0912,32.5894,961.01,52.0372,26.2805,4.45,0,151.0896,8.8379,34.13,371.24,100.5453,3.55
6/29/2017,0,85.4526,10.67,10.164,32.8533,937.82,51.4379,26.0031,4.25,0,146.0416,8.6405,33.33,360.75,99.6192,3.94
6/30/2017,0,85.5222,10.63,10.1822,32.9192,929.68,51.3809,26.1944,4.45,0,143.9309,8.7392,33.01,361.61,100.2684,3.69
7/3/2017,0,85.3134,11.07,10.5189,33.5224,919.46,52.1513,26.2135,4.45,0,138.7236,8.8379,33.25,352.62,101.2327,3.41
7/5/2017,0,85.7906,10.96,10.2823,32.9946,932.26,51.2953,26.5674,4.4,0,142.4274,8.6405,33.38,327.09,103.6196,3.04
7/6/2017,0,85.2041,11.05,10.1731,32.8627,927.69,50.2585,26.1275,4.35,0,142.8556,8.3936,33.16,308.83,102.5885,2.98
7/7/2017,0,85.5918,11.09,10.2459,32.9287,940.81,49.9351,26.0701,4.4,0,146.1213,8.6405,33.51,313.22,103.5623,2.85
7/10/2017,0,87.9978,11.2,10.3187,33.1643,951,49.9256,26.0127,4.4,0,153.0311,8.5911,34.44,316.05,103.3236,2.73
7/11/2017,0,90.0658,11.54,10.3551,33.3622,953.53,49.45,26.0127,4.4,0,155.2016,8.6405,34.89,327.22,103.3141,2.71
7/12/2017,0,92.3425,11.46,10.437,33.4564,967.66,47.8902,26.2996,4.15,0,161.8027,8.6405,35.55,329.52,104.899,2.95
7/13/2017,0,92.2232,11.92,10.5553,33.7957,968.85,48.9079,26.2805,4.35,0,159.9309,8.4923,35.36,323.41,104.8703,2.89
7/14/2017,0,93.3566,11.99,10.6281,34.2575,976.91,49.0981,26.4239,4.4,0,164.2321,8.5417,35.36,327.78,105.2141,2.82
7/17/2017,0,93.2075,11.98,10.6827,34.2858,975.96,49.4595,26.51,4.25,0,163.5352,8.7886,35.19,319.57,105.3382,2.92
7/18/2017,0,94.5994,11.97,10.6918,34.3329,986.95,46.5586,26.4526,4.2,0,165.2377,8.5911,35,328.24,105.0231,3.13
7/19/2017,0,97.0551,12.05,10.7646,34.3706,992.77,46.3873,26.5196,4.25,0,164.3815,9.0848,35.9,325.26,104.7367,3.09
7/20/2017,0,99.4114,11.96,10.783,34.314,992.19,46.3873,26.4909,4.15,0,166.771,9.1342,35.44,329.92,104.8703,2.91
7/21/2017,0,99.4412,11.75,10.6264,33.9936,993.84,45.9023,26.3187,4.125,0,167.3684,8.9367,35.69,328.4,104.3643,2.95
7/24/2017,0,101.0319,11.75,10.4052,33.758,998.31,46.1115,26.2135,4.125,0,165.4269,8.6898,35.61,342.52,104.4598,3
7/25/2017,0,100.8132,11.72,10.3867,33.5224,969.03,45.7881,26.3952,4.1,0,164.6304,8.7886,35.26,339.6,105.1472,2.95
7/26/2017,0,104.8,11.9,10.1932,33.5695,965.31,46.2637,26.3952,4,0,166.5321,8.9367,35.55,343.85,105.7583,2.9
7/27/2017,0,103.4379,11.83,10.3038,33.8711,952.51,47.8046,26.4622,4.05,0,161.0361,8.6898,34.49,334.46,106.6175,2.89
7/28/2017,0,105.1579,11.94,10.2946,33.7109,958.33,46.473,26.4526,4.1,0,163.6745,8.8873,34.6,335.07,107.1809,2.96
7/31/2017,0,104.5813,12.09,10.3407,33.9088,945.5,46.2922,26.7969,4,0,161.8027,8.7392,34.44,323.47,107.7346,2.93
8/1/2017,0,108.5183,12.07,10.0918,33.2679,946.56,45.9784,27.5907,4,0,163.7741,8.7392,34.82,319.57,109.0044,3.01
8/2/2017,0,109.8307,11.99,10.1379,32.8156,947.64,45.4647,27.5907,3.95,0,163.6745,9.0848,34.74,325.89,109.0235,2.92
8/3/2017,0,107.713,11.94,10.0734,32.7685,940.3,45.6455,27.4185,3.95,0,165.7555,9.0848,34.46,347.09,107.6296,2.85
8/4/2017,0,108.5183,12.07,10.0918,33.2397,945.79,45.9784,27.1316,3.95,0,166.4823,9.0848,34.82,356.91,108.4984,2.64
8/7/2017,0,109.9202,12.11,10.0642,33.2679,945.75,45.712,26.9499,3.95,0,171.5999,9.2823,33.96,355.17,108.9662,2.66
8/8/2017,0,110.0196,11.88,10.0365,33.3528,944.19,45.4743,26.8352,4,0,169.5588,9.0848,33.53,365.22,109.0522,2.63
8/9/2017,0,110.6161,11.77,10.0642,33.2491,940.08,45.4647,26.6535,3.8,0,171.3609,8.8873,31.5,363.53,107.9828,2.64
8/10/2017,0,108.0411,11.64,9.9259,32.8721,923.59,45.0082,26.3761,3.7,0,164.023,8.7886,29.39,355.4,107.2954,2.61
8/11/2017,0,106.9574,11.61,9.9259,32.9192,930.09,45.2174,26.357,3.625,0,155.2812,8.6898,29.4,357.87,107.0472,2.6
8/14/2017,0,109.4131,12.6,10.055,33.4282,938.93,45.5599,26.5291,3.7,0,167.6671,8.8379,29.75,363.8,107.916,2.76
8/15/2017,0,109.6219,12.67,9.9904,33.4941,938.08,45.3506,26.4431,3.65,0,166.2533,8.6898,29.46,362.33,108.1547,2.72
8/16/2017,0,110.3079,12.78,9.9536,33.692,944.27,45.227,26.51,3.65,0,164.4312,8.5911,30.05,362.91,107.305,2.65
8/17/2017,0,108.6178,12.48,9.8061,32.9852,927.66,44.7989,26.1657,3.6,0,160.7673,8.5417,29.44,351.92,106.4075,2.81
8/18/2017,0,110.8846,12.57,9.7324,32.825,926.18,44.5897,26.3379,3.65,0,160.7971,8.6898,29.32,347.46,106.6748,2.95
8/21/2017,0,112.1969,13.44,9.7416,32.9004,920.87,44.9131,26.3379,3.65,0,158.4574,8.6405,29.03,337.86,107.62,3.08
8/22/2017,0,114.5135,13.47,9.8153,33.2679,940.4,45.6264,26.663,3.55,0,161.9851,8.6405,29.28,341.35,107.7633,3.13
8/23/2017,0,114.9509,14.42,9.8706,33.447,942.58,44.5612,26.5196,3.55,0,165.2238,8.8379,29.85,352.77,107.7442,3.06
8/24/2017,0,113.5093,14.79,9.8706,33.4753,936.89,44.8941,26.5578,3.55,0,164.6159,8.6405,29.93,352.93,107.1427,3.25
8/25/2017,0,113.3403,14.85,9.972,33.5507,930.5,45.3886,26.7491,3.55,0,163.2407,8.7886,29.99,348.05,107.7346,3.25
8/28/2017,0,113.1713,14.91,9.9444,33.4659,928.13,44.7609,26.5961,3.95,0,164.3967,8.7886,29.82,345.66,107.1904,3.46
8/29/2017,0,113.1017,14.82,9.9904,33.4753,935.75,44.7704,26.6439,4,0,164.1276,8.9861,29.68,347.36,107.009,3.36
8/30/2017,0,113.9368,14.8,10.0826,33.758,943.63,44.8845,26.4431,3.85,0,165.1042,8.8873,29.84,353.18,107.2095,3.42
8/31/2017,0,113.8274,15.13,10.1656,34.4366,955.24,44.7133,26.8734,3.95,0,168.8512,9.0848,29.86,355.9,107.8683,3.37
9/1/2017,0,116.0843,15.86,10.4605,35.2094,951.99,45.0557,26.9786,4,0,169.8676,9.1342,30.54,355.4,107.916,3.17
9/5/2017,0,115.4878,15.53,10.4697,35.0868,941.48,43.6861,26.8256,4,0,165.3334,9.0848,30.15,349.59,108.4793,3.22
9/6/2017,0,116.1738,16.39,10.5987,35.5015,942.02,44.3709,26.8543,3.95,0,165.2338,9.4798,30.21,344.53,108.5843,3.25
9/7/2017,0,107.9616,16.38,10.5066,35.1398,949.89,44.6563,26.9882,3.95,0,166.0011,9.2329,29.79,350.61,109.1095,3.42
9/8/2017,0,108.7271,16.31,10.4697,35.2254,941.41,45.0653,27.2177,3.85,0,163.1211,9.1836,29.64,343.4,109.7682,3.52
9/11/2017,0,110.8349,16.35,10.5158,35.5587,943.29,45.5973,27.6289,3.95,0,168.4127,9.4798,29.74,363.69,110.9712,3.62
9/12/2017,0,109.3038,16.37,10.6817,36.0728,946.65,45.5493,27.9254,4.35,0,169.0206,9.5786,30.59,362.75,111.2672,3.72
9/13/2017,0,108.1704,16.37,10.7093,36.3774,950.44,45.9711,27.9445,5.1,0,169.7779,9.6279,30.48,366.23,111.334,3.51
9/14/2017,0,108.5979,16.71,10.654,36.9296,940.13,46.8817,27.9541,4.7,0,168.8113,9.6773,31.14,377.64,111.8019,2.78
9/15/2017,0,109.4131,16.66,10.7093,37.0153,935.29,46.019,28.0593,4.65,0,179.4841,9.7761,31.28,379.81,112.3652,2.81
9/18/2017,0,111.6799,16.82,10.7185,36.7392,929.75,46.5462,28.1454,5.3,0,186.8982,10.171,31.82,385,112.2697,2.86
9/19/2017,0,112.8332,17.08,10.8015,36.8439,936.86,46.1436,28.2506,5.3,0,186.6989,10.3192,32.22,375.1,114.6279,2.83
9/20/2017,0,112.356,17.18,10.7923,37.0153,947.54,46.3449,28.3558,5.35,0,185.1942,10.9117,31.84,373.91,114.9239,2.77
9/21/2017,5.75,112.9128,17.37,10.8015,37.2247,947.55,45.9711,28.4323,5.085,0,180.1318,10.3685,31.78,366.48,114.6184,2.73
